query,query_type,column,metric_type,value,passed,detail
persona_web_cat_usage_analysis,aggregate,entertainment_music_audio_streaming,median_relative_error,8.119402985074627,False,"median RE=8.1194, mean RE=8.1197, n_groups=7"
persona_web_cat_usage_analysis,aggregate,entertainment_other,median_relative_error,0.736612973443622,False,"median RE=0.7366, mean RE=1.1073, n_groups=7"
persona_web_cat_usage_analysis,aggregate,entertainment_video_streaming,median_relative_error,0.3333333333333333,False,"median RE=0.3333, mean RE=0.3851, n_groups=7"
persona_web_cat_usage_analysis,aggregate,finance,median_relative_error,5.850771869639796,False,"median RE=5.8508, mean RE=6.0056, n_groups=7"
persona_web_cat_usage_analysis,aggregate,games_other,median_relative_error,4.048,False,"median RE=4.0480, mean RE=3.7862, n_groups=7"
persona_web_cat_usage_analysis,aggregate,games_video_games,median_relative_error,180.2,False,"median RE=180.2000, mean RE=189.9677, n_groups=7"
persona_web_cat_usage_analysis,aggregate,mail,median_relative_error,0.2843894899536321,False,"median RE=0.2844, mean RE=0.3963, n_groups=7"
persona_web_cat_usage_analysis,aggregate,news,median_relative_error,1.4683760683760685,False,"median RE=1.4684, mean RE=1.8587, n_groups=7"
persona_web_cat_usage_analysis,aggregate,unclassified,median_relative_error,0.7282113660151056,False,"median RE=0.7282, mean RE=0.6955, n_groups=7"
persona_web_cat_usage_analysis,aggregate,private,median_relative_error,0.7378978610172962,False,"median RE=0.7379, mean RE=0.7253, n_groups=7"
persona_web_cat_usage_analysis,aggregate,productivity_crm,median_relative_error,inf,False,"median RE=inf, mean RE=inf, n_groups=7"
persona_web_cat_usage_analysis,aggregate,productivity_other,median_relative_error,4.342333654773385,False,"median RE=4.3423, mean RE=4.8114, n_groups=7"
persona_web_cat_usage_analysis,aggregate,productivity_presentations,median_relative_error,12.714285714285715,False,"median RE=12.7143, mean RE=14.6329, n_groups=7"
persona_web_cat_usage_analysis,aggregate,productivity_programming,median_relative_error,5.5318627450980395,False,"median RE=5.5319, mean RE=10.6441, n_groups=7"
persona_web_cat_usage_analysis,aggregate,productivity_project_management,median_relative_error,21.711111111111112,False,"median RE=21.7111, mean RE=30.8178, n_groups=7"
persona_web_cat_usage_analysis,aggregate,productivity_spreadsheets,median_relative_error,2.6105675146771037,False,"median RE=2.6106, mean RE=4.0312, n_groups=7"
persona_web_cat_usage_analysis,aggregate,productivity_word_processing,median_relative_error,4.1466666666666665,False,"median RE=4.1467, mean RE=4.8264, n_groups=7"
persona_web_cat_usage_analysis,aggregate,recreation_travel,median_relative_error,4.9529411764705875,False,"median RE=4.9529, mean RE=5.1993, n_groups=7"
persona_web_cat_usage_analysis,aggregate,reference,median_relative_error,3.5239316239316243,False,"median RE=3.5239, mean RE=4.1627, n_groups=7"
persona_web_cat_usage_analysis,aggregate,search,median_relative_error,0.1981737765729775,True,"median RE=0.1982, mean RE=0.2840, n_groups=7"
persona_web_cat_usage_analysis,aggregate,shopping,median_relative_error,0.4734794908062235,False,"median RE=0.4735, mean RE=0.7078, n_groups=7"
persona_web_cat_usage_analysis,aggregate,social_social_network,median_relative_error,0.6871063970831952,False,"median RE=0.6871, mean RE=0.7893, n_groups=7"
persona_web_cat_usage_analysis,aggregate,social_communication,median_relative_error,2.795024875621891,False,"median RE=2.7950, mean RE=2.6497, n_groups=7"
persona_web_cat_usage_analysis,aggregate,social_communication_live,median_relative_error,2.1634877384196187,False,"median RE=2.1635, mean RE=2.2416, n_groups=7"
pkg_power_by_country,aggregate,group_coverage,jaccard,0.9411764705882353,True,"48/49 real groups matched, 50 synth groups total"
pkg_power_by_country,aggregate,number_of_systems,median_relative_error,739.1272727272727,False,"median RE=739.1273, mean RE=935.0965, n_groups=48"
pkg_power_by_country,aggregate,avg_pkg_power_consumed,median_relative_error,0.9992934938535887,False,"median RE=0.9993, mean RE=0.9991, n_groups=48"
popular_browsers_by_count_usage_percentage,distribution,percent_systems,total_variation,0.18449577089025967,False,"TV=0.1845, 3 categories"
popular_browsers_by_count_usage_percentage,distribution,percent_instances,total_variation,0.44059999999999994,False,"TV=0.4406, 3 categories"
popular_browsers_by_count_usage_percentage,distribution,percent_duration,total_variation,0.21329999999999996,False,"TV=0.2133, 3 categories"
ram_utilization_histogram,histogram,count(DISTINCT guid)_distribution,total_variation,0.4873860282211548,False,"TV=0.4874, 44 bins"
ram_utilization_histogram,histogram,avg_percentage_used,median_relative_error,1.0,False,"median RE=1.0000, n_bins=9"
