os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win10,20H2,controlador de áudio da tecnologia Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,moderate,2,176.11287037037036,27
Win10,22H2,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),Fx Device,high,26,584.7983194805195,231
Win10,21H2,Intel(R) Ethernet Connection (13) I219-LM (\_SB.PC00.GLAN),Fx Device,high,28,515.1134440520447,538
Win10,21H2,Intel(R) PCI Express Root Port #1 - A0B8 (\_SB.PC00.RP01),Fx Device,high,13,2014.8288914806135,1702
Win11,22H2,Intel(R) Ethernet Connection (16) I219-V (\_SB.PC00.GLAN),Fx Device,low,11,191.19814853580726,3449
Win11,22H2,Intel(R) PCI Express Root Port #6 - 51BD (\_SB.PC00.RP06),Fx Device,low,22,55.57615977093772,1397
Win10,22H2,Intel(R) Wireless-AC 9461 (\_SB.PC00.CNVW),Fx Device,high,6,2512.7844216981152,106
Win10,21H1,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,high,18,752.933389285714,168
Win10,21H1,File Sharing Server,Activator,moderate,12,212.13215967365966,429
Win11,21H2,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,moderate,12,491.0828313253012,83
Win11,21H2,Intel(R) UHD Graphics 630 (\_SB.PCI0.GFX0),Fx Device,moderate,35,894.9589680722895,332
Win11,21H2,Audio Service,Activator,moderate,14,330.1929652173913,23
Win11,21H2,Host Activity Manager,Activator,moderate,14,149.5761947368421,19
Win10,21H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,low,29,18.250212443144903,3078
Win11,22H2,Killer(R) Wi-Fi 6 AX1650i 160MHz Wireless Network Adapter (201NGW) (\_SB.PC00.CNVW),Fx Device,low,25,56.67796099823314,2264
Win10,19H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,4,31.021172857142837,490
Win10,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PC00.HDAS),Fx Device,low,48,14.393781643227245,1351
Win10,19H1,WNS,Activator,low,13,73.13721144519889,1031
Win10,19H1,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PC00.HDAS),Fx Device,high,2,2715.907543859649,57
Win10,20H1,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,low,15,27.923399723756912,362
Win10,20H1,Standard NVM Express Controller (\_SB.PC00.PEG0.PEGP),Fx Device,low,1,21.853607575757575,132
Win10,20H1,Image Download Manager,Activator,low,24,52.37117129186605,209
Win10,20H1,WNS,Activator,high,13,2398.3469336507937,315
Win10,20H1,No CS Phase,PDC Phase,low,20,6.036858156028368,141
Win10,20H1,CPU C0 Time.Non-attributed Time,Processor,low,36,57.59395232558138,1462
Win10,22H2,Intel(R) Smart Sound-teknik ljudstyrenhet (\_SB.PCI0.HDAS),Fx Device,high,8,1816.7744209999998,100
Win10,19H2,Intel(R) Serial IO UART Host Controller - 34A8 (\_SB.PCI0.UA00),Fx Device,low,7,12.054356745479838,719
Win10,19H2,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,low,11,52.26507934426228,305
Win10,21H2,Notifications forwarding and actions,Activator,high,47,123.77375689655172,58
Win11,22H2,Killer Wireless-n/a/ac 1535 Wireless Network Adapter (\_SB.PCI0.RP05.PXSX),Fx Device,moderate,5,294.2288499999999,12
Win10,22H2,Standard NVM Express Controller (\_SB.PCI0.RP07.PXSX),Fx Device,low,9,12.655296289062504,1024
Win10,22H2,Intel(R) UHD Graphics 615 (\_SB.PCI0.GFX0),Fx Device,low,20,15.19429605998984,3934
Win10,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP03.PXSX),Fx Device,low,10,71.38907118074987,1787
Win10,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP03.PXSX),Fx Device,high,4,715.4737859828357,2447
Win10,22H2,Unknown Client,Activator,high,51,3935.731072413793,87
Win10,22H2,Unknown Client,Activator,low,29,594.5514215686275,51
Win10,22H2,Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) (\_SB.PC00.CNVW),Fx Device,low,29,26.128730583979358,9675
Win10,22H2,PCI Express Root Port (\_SB.PC00.TRP2),Fx Device,high,9,2817.157534575569,1932
Win10,22H2,PCI Express Root Port (\_SB.PC00.TRP2),Fx Device,low,11,95.35513877551023,98
Win10,21H2,Intel(R) PCI Express Root Port #3 - 02BA (\_SB.PCI0.RP03),Fx Device,low,4,61.21869012875535,233
Win10,21H2,Intel(R) Smart Sound -tekniikan audio-ohjain (\_SB.PCI0.HDAS),Fx Device,low,6,82.39526992481203,133
Win10,21H2,Intel(R) PCI Express Root Port #3 - 02BA (\_SB.PCI0.RP03),Fx Device,high,4,2784.621636666666,360
Win10,20H2,Intel(R) PCI Express Root Port #3 - 02BA (\_SB.PCI0.RP03),Fx Device,low,1,23.515845945945944,74
Win10,20H2,Intel(R) Smart Sound -tekniikan audio-ohjain (\_SB.PCI0.HDAS),Fx Device,low,2,40.11761428571428,7
Win10,20H2,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Fx Device,moderate,4,872.4061363636364,11
Win10,20H2,Intel(R) Smart Sound -tekniikan audio-ohjain (\_SB.PCI0.HDAS),Fx Device,high,2,13539.219366666664,9
Win10,20H2,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,high,7,294.3721090909091,55
Win10,20H2,Intel(R) Serial IO I2C Host Controller - A0E9 (\_SB.PC00.I2C1),Fx Device,low,13,5.817855263157895,38
Win11,22H2,Intel(R) PCI Express Root Port #1 - 02B8 (\_SB.PCI0.RP01),Fx Device,moderate,14,682.5571596330275,218
Win10,21H2,Intel(R) PCI Express Root Port #3 - A0BA (\_SB.PC00.RP03),Fx Device,high,6,1364.1907328282814,396
Win10,21H2,Intel(R) PCI Express Root Port #2 - A0B9 (\_SB.PC00.RP02),Fx Device,low,2,204.56351264367822,87
Win10,21H2,Intel(R) Serial IO I2C Host Controller - A0E9 (\_SB.PC00.I2C1),Fx Device,moderate,8,212.63938214285716,28
Win11,22H2,Intel(R) PCI Express Root Port #13 - 43B4 (\_SB.PC00.RP13),Fx Device,moderate,2,44.62646666666666,3
Win10,21H2,Intel(R) PCI Express Root Port #10 - A0B1 (\_SB.PC00.RP10),Fx Device,moderate,36,190.27154548802952,543
Win11,22H2,Intel(R) Ethernet Connection (16) I219-V (\_SB.PC00.GLAN),Fx Device,high,5,274.05899772727275,44
Win10,21H2,Mobile 6th/7th Generation Intel(R) Processor Family I/O PCI Express Root Port #1 - 9D10 (\_SB.PCI0.RP01),Fx Device,low,4,32.03948870967739,372
Win11,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,high,27,5544.16895821687,2075
Win11,21H2,Intel(R) PEG60 - 9A09 (PCI\VEN_8086&DEV_9A09&SUBSYS_00000000&REV_01\3&11583659&0&30),Fx Device,moderate,5,535.7028244444446,90
Win10,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP03.PXSX),Fx Device,low,1,51.36451041666666,96
Win10,RS5,NCSI,Activator,high,10,1690.8250155555556,90
Win10,RS5,TCPIP,Activator,high,11,6237.512943947368,380
Win10,RS5,Image Download Manager,Activator,low,8,196.00078095238098,21
Win10,RS5,Image Download Manager,Activator,high,6,4708.369745238096,168
Win10,RS5,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP01.PXSX),Fx Device,moderate,1,482.3093285714286,7
Win10,RS5,Standard NVM Express Controller (\_SB.PCI0.RP05.PXSX),Fx Device,low,1,25.618850000000002,8
Win10,RS5,TCPIP,Activator,low,16,133.27006484375002,128
Win10,RS5,BI,Activator,moderate,7,203.76078571428576,21
Win10,RS5,No CS Phase,PDC Phase,moderate,16,621.858414285714,140
Win10,RS5,DAM Phase,PDC Phase,moderate,11,154.71834375000003,32
Win10,RS5,CPU C0 Time.Non-attributed Time,Processor,low,23,25.720811888111903,286
Win10,RS5,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,14,50.30676578947368,266
Win10,RS5,Audio Service,Activator,high,3,5073.540771428571,14
Win10,RS5,Host Activity Manager,Activator,high,1,13627.116999999998,2
Win11,22H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP01.PXSX),Fx Device,moderate,22,385.7481327272727,165
Win11,22H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,35,31.825655253623168,1656
Win11,21H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,moderate,37,368.18116910569097,615
Win11,22H2,Intel(R) PCI Express Root Port #7 - 43BE (\_SB.PC00.RP07),Fx Device,low,28,45.213119557195576,1084
Win10,20H2,Host Activity Manager,Activator,high,13,3545.1991967741938,62
Win11,22H2,Intel(R) Smart Sound-teknik ljudstyrenhet (\_SB.PCI0.HDAS),Fx Device,low,14,99.76425500933419,1607
Win11,22H2,Intel(R) Smart Sound-teknik ljudstyrenhet (\_SB.PCI0.HDAS),Fx Device,high,10,2626.0881687499996,192
Win10,21H2,Intel(R) Smart Sound -tekniikan audio-ohjain (\_SB.PCI0.HDAS),Fx Device,high,3,16779.050040000002,10
Win11,21H2,Intel(R) PCI Express Root Port #8 - 51BF (\_SB.PC00.RP08),Fx Device,moderate,21,510.6646061381073,391
Win11,21H2,英特尔® 智音技术总线 (\_SB.PC00.HDAS),Fx Device,moderate,16,471.4136930555556,72
Win10,22H2,Intel(R) Ethernet Connection (14) I219-V (\_SB.PC00.GLAN),Fx Device,low,11,40.42893961840631,891
Win11,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #1 - 9D10 (\_SB.PCI0.RP01),Fx Device,moderate,7,301.13391162790697,86
Win11,21H2,Intel(R) PCI Express Root Port #5 - 06BC (\_SB.PCI0.RP05),Fx Device,moderate,1,219.48375,2
Win11,21H2,Intel(R) PCI Express Root Port #9 - 06B0 (\_SB.PCI0.RP09),Fx Device,high,2,398.53165000000007,6
Win10,22H2,Intel(R) PCI Express Root Port #1 - 02B8 (\_SB.PCI0.RP01),Fx Device,low,19,51.4316260138477,1011
Win11,21H2,Thunderbolt(TM) Controller - 9A1D (\_SB.PC00.TDM1),Fx Device,high,18,5152.027736764709,136
Win11,22H2,Intel(R) Serial IO UART Host Controller - 9D27 (\_SB.PCI0.UA00),Fx Device,high,40,2892.0953588288276,1110
Win11,22H2,Surface Serial Hub Driver (\_SB._SSH),Fx Device,moderate,31,857.8871397633135,845
Win11,22H2,Mobile 6th/7th Generation Intel(R) Processor Family I/O PCI Express Root Port #5 - 9D14 (\_SB.PCI0.RP05),Fx Device,moderate,18,390.7386954545455,132
Win11,22H2,Intel(R) Serial IO I2C Host Controller - 9D61 (\_SB.PCI0.I2C1),Fx Device,low,14,24.63532133333333,75
Win10,19H2,Unregistered Device \_SB.PCI0.RP13.PXSX,Fx Device,high,1,4085.419248962656,241
Win10,19H2,Device not registered,PEP Pre-Veto,low,6,59.042531249999996,16
Win10,19H2,Device not registered,PEP Pre-Veto,high,14,9137.640032275129,1323
Win10,19H2,Intel(R) Serial IO I2C Host Controller - 02E8 (\_SB.PCI0.I2C0),Fx Device,low,1,20.90823181818182,22
Win10,19H2,File Sharing Server,Activator,high,2,514.1572777777778,9
Win10,22H2,Killer Wi-Fi 6 AX500-DBS Wireless Network Adapter (\_SB.PCI0.RP06.PXSX),Fx Device,low,3,41.8286480694981,518
Win10,22H2,Intel(R) Serial IO UART Host Controller - 06A8 (\_SB.PCI0.UA00),Fx Device,high,2,636.2725739130434,23
Win10,22H2,Intel(R) Serial IO UART Host Controller - 06A8 (\_SB.PCI0.UA00),Fx Device,low,3,25.679820382165612,157
Win11,22H2,Intel(R) Smart Sound בקר שמע טכנולוגיית (\_SB.PCI0.HDAS),Fx Device,low,10,24.731668493150696,730
Win11,21H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,23,420.0814221951219,410
Win10,20H2,WWAN Dormancy,Activator,low,8,82.1418534883721,129
Win10,20H2,WWAN Dormancy,Activator,high,2,363.918157142857,63
Win10,20H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,21,37.82211606597431,3274
Win11,22H2,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,high,24,6748.040591428574,140
Win11,22H2,Killer Wireless-n/a/ac 1435 Wireless Network Adapter (\_SB.PCI0.RP07.PXSX),Fx Device,low,22,28.827729671717197,2376
Win10,21H2,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,high,12,1560.5930537037036,54
Win10,22H2,Barramento da Tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,low,23,18.030214532019702,1218
Win10,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PC00.HDAS),Fx Device,high,14,2767.2569773060027,2049
Win10,21H1,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,moderate,20,117.79958138528137,231
Win10,21H1,Intel(R) PCI Express Root Port #5 - A0BC (\_SB.PC00.RP05),Fx Device,low,26,29.858747438752776,2694
Win10,22H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,low,22,99.70104385899799,2695
Win10,22H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,low,7,88.94087314285716,175
Win10,22H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,high,21,3080.2233000550364,1817
Win10,22H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,high,6,1637.943177777778,36
Win10,22H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,moderate,8,169.2256566037736,53
Win10,22H2,Intel(R) Wi-Fi 6E AX211 160MHz (\_SB.PC00.CNVW),Fx Device,moderate,16,185.90534536082475,97
Win10,22H2,Intel(R) Ethernet Connection (16) I219-V (\_SB.PC00.GLAN),Fx Device,moderate,4,252.1304879699249,133
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,high,19,1447.1706168685932,1073
Win10,21H2,Intel(R) Ethernet Connection (11) I219-LM (\_SB.PCI0.GLAN),Fx Device,moderate,11,221.08585396825396,378
Win11,22H2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PC00.HDAS),Fx Device,moderate,15,201.28015811965813,117
Win11,22H2,Intel(R) Imaging Signal Processor (\_SB.PC00.IPU0),Fx Device,moderate,13,783.5014181818183,88
Win11,21H2,Killer Wireless-n/a/ac 1435 Wireless Network Adapter (\_SB.PCI0.RP03.PXSX),Fx Device,low,14,46.74062031872509,251
Win11,22H2,Killer Wireless-n/a/ac 1435 Wireless Network Adapter (\_SB.PCI0.RP03.PXSX),Fx Device,high,8,7301.972352380952,21
Win10,22H2,Intel(R) PCI Express Root Port #7 - 43BE (\_SB.PC00.RP07),Fx Device,high,7,1059.3062242152466,223
Win11,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #4 - 9D13 (\_SB.PCI0.RP04),Fx Device,low,11,62.259317647058786,1411
Win10,20H2,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,low,27,29.088705773672036,866
Win10,20H2,Intel(R) Serial IO UART Host Controller - 34A8 (\_SB.PCI0.UA00),Fx Device,low,24,13.972326943005175,1544
Win10,20H2,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,high,9,1322.1808482352942,85
Win10,20H2,Surface Serial Hub Driver (\_SB.SSH),Fx Device,low,27,14.152622506082732,822
Win10,20H2,Find My Device,Activator,high,17,341.6088166666667,30
Win10,20H2,Find My Device,Activator,low,18,213.0406142857143,28
Win10,20H2,Intel(R) PCI Express Root Port #9 - 34B0 (\_SB.PCI0.RP09),Fx Device,high,1,13951.590724999998,8
Win10,22H2,PCI Express Root Port (\_SB.PCI0.RP09),Fx Device,moderate,1,206.44639849999987,600
Win10,22H2,PCI Express Root Port (\_SB.PCI0.RP05),Fx Device,low,4,10.430530858468677,431
Win10,22H2,PCI Express Root Port (\_SB.PCI0.RP14),Fx Device,moderate,1,95.83538333333331,6
Win10,22H2,Intel(R) Serial IO I2C Host Controller - 02EA (\_SB.PCI0.I2C2),Fx Device,high,7,1237.5940440806041,397
Win10,21H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP01.PXSX),Fx Device,low,17,32.005844491525416,944
Win10,22H2,Killer Wi-Fi 6 AX500-DBS Wireless Network Adapter (\_SB.PCI0.RP06.PXSX),Fx Device,high,2,197.41634366197184,71
Win10,20H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,high,9,1228.107858426966,178
Win10,20H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,moderate,4,456.77837142857146,14
Win10,20H2,CPU C0 Time.Non-attributed Time,Processor,moderate,53,480.24750311804024,449
Win11,22H2,Intel(R) PCI Express Root Port #5 - 06BC (\_SB.PCI0.RP05),Fx Device,moderate,6,331.5192382352941,34
Win10,22H2,Intel(R) 智慧型音效技術音訊控制器 (\_SB.PCI0.HDAS),Fx Device,low,30,34.68288435897433,780
Win11,22H2,Standard NVM Express Controller (\_SB.PCI0.RP07.PXSX),Fx Device,low,14,53.95293675213677,819
Win11,22H2,Barramento da Tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,moderate,25,260.33292715466365,847
Win10,21H2,Surface NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,moderate,5,102.56025,10
Win10,RS5,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,low,20,48.741670230473765,1562
Win10,RS5,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,low,5,37.38771111111111,9
Win10,22H2,PCI Express Root Port (\_SB.PC00.TRP3),Fx Device,moderate,3,437.3752902439025,41
Win10,22H2,Intel(R) Serial IO I2C Host Controller - 43E8 (\_SB.PC00.I2C0),Fx Device,low,5,30.98934929577465,71
Win10,20H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,low,3,16.997517757009348,107
Win10,20H2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,moderate,14,170.14027,60
Win10,20H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,high,5,2646.6511160493833,81
Win10,20H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,low,5,19.063786666666665,75
Win10,21H2,英特尔(R)智音技术音频控制器 (\_SB.PC00.HDAS),Fx Device,high,12,1400.6509646464644,99
Win11,22H2,Kontroler audio technologii Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,14,343.4811034602078,289
Win11,21H2,Kontroler audio technologii Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,low,12,142.62363281250003,64
Win11,22H2,Intel(R) PCI Express Root Port #6 - 06BD (\_SB.PCI0.RP06),Fx Device,moderate,10,905.0369081632653,49
Win10,21H2,Intel(R) GNA Scoring Accelerator module (\_SB.PC00.GNA0),Fx Device,low,1,2.5885499999999997,2
Win10,20H2,Audio Streams,Audio Activity,moderate,14,267.55194,45
Win11,22H2,인텔(R) 스마트 사운드 기술 오디오 컨트롤러 (\_SB.PC00.HDAS),Fx Device,low,28,77.0415073825503,1937
Win10,22H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP01.PXSX),Fx Device,low,4,25.474053076923063,260
Win10,22H2,Intel(R) Serial IO I2C Host Controller - 02EA (\_SB.PCI0.I2C2),Fx Device,low,4,14.767532080536906,745
Win11,21H2,Realtek RTL8822CE 802.11ac PCIe Adapter (\_SB.PC00.RP10.PXSX),Fx Device,low,2,116.84693849557523,226
Win11,22H2,Realtek RTL8822CE 802.11ac PCIe Adapter (\_SB.PC00.RP10.PXSX),Fx Device,moderate,5,611.7693194656488,262
Win11,22H2,Intel(R) PCI Express Root Port #9 - 06B0 (\_SB.PCI0.RP09),Fx Device,low,30,92.93006612847826,2911
Win11,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #5 - 9D14 (\_SB.PCI0.RP05),Fx Device,low,8,76.86668052325578,344
Win10,21H2,Intel(R) Management Engine Interface  (\_SB.PCI0.HECI),Fx Device,low,12,54.35049817518249,274
Win10,22H2,controlador de áudio da tecnologia Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,9,254.60686666666672,24
Win10,21H2,Intel(R) Serial IO I2C Host Controller - 34E8 (\_SB.PCI0.I2C0),Fx Device,low,15,65.14620338983052,59
Win11,21H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP04.PXSX),Fx Device,low,21,88.76210087173109,1606
Win11,22H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP04.PXSX),Fx Device,high,20,4833.664299939206,1645
Win10,21H2,Intel(R) PCI Express Root Port #17 - 43C0 (\_SB.PC00.RP17),Fx Device,low,3,51.65345781584582,467
Win10,21H2,Intel(R) PCI Express Root Port #17 - 43C0 (\_SB.PC00.RP17),Fx Device,high,3,458.31322000000006,35
Win11,22H2,File Sharing Server,Activator,high,64,1984.183056249999,1232
Win10,21H1,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,low,4,29.012593137254925,102
Win10,19H2,Unregistered Device \_SB.PC00.HDAS,Fx Device,high,1,7130.6811,1
Win10,19H2,Intel(R) PCI Express Root Port #12 - A0B3 (\_SB.PC00.RP12),Fx Device,low,1,3.31255,2
Win10,21H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,moderate,15,247.199749385246,488
Win10,21H2,Intel(R) TypeC PCIe - 462F (\_SB.PC00.TRP2),Fx Device,high,1,2274.77265,2
Win10,21H2,Thunderbolt(TM) Controller - 466D (\_SB.PC00.TDM1),Fx Device,moderate,2,189.12281538461536,13
Win11,22H2,Intel(R) PCI Express Root Port #7 - 02BE (\_SB.PCI0.RP07),Fx Device,moderate,9,386.84565058823534,85
Win11,21H2,Find My Device,Activator,moderate,29,294.2539586206896,29
Win11,22H2,Intel(R) PCI Express Root Port #15 - A336 (\_SB.PCI0.RP15),Fx Device,moderate,1,175.6778,5
Win10,19H2,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),Fx Device,low,7,83.92639317406143,293
Win10,19H2,인텔(R) 스마트 사운드 기술 오디오 컨트롤러 (\_SB.PCI0.HDAS),Fx Device,low,3,8.016813513513512,37
Win10,22H2,Intel(R) PCI Express Root Port #16 - 34B7 (\_SB.PCI0.RP16),Fx Device,high,6,3241.46406927882,1761
Win11,21H2,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Fx Device,moderate,5,272.01226951219513,82
Win11,21H2,Standard NVM Express Controller (\_SB.PCI0.RP07.PXSX),Fx Device,low,6,27.633715099715094,351
Win11,21H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP03.PXSX),Fx Device,low,6,35.12230884353742,147
Win11,21H2,Intel(R) Ethernet Connection (4) I219-V (\_SB.PCI0.GLAN),Fx Device,low,2,46.53797617187498,256
Win10,21H2,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,moderate,44,285.39457241379307,116
Win11,22H2,Intel(R) Serial IO SPI Host Controller - A0AB (\_SB.PC00.SPI1),Fx Device,low,6,2.4809222222222225,27
Win10,20H1,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,low,7,12.802223557187823,1906
Win10,20H1,Surface Serial Hub Driver (\_SB._SSH),Fx Device,low,1,17.841749616368276,1173
Win10,20H1,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP01.PXSX),Fx Device,moderate,1,143.7120156862745,51
Win10,20H1,BITS Service,Activator,low,12,62.22915111111111,45
Win10,20H1,Mobile Intel(R) Processor Family I/O PCI Express Root Port #5 - 9D14 (\_SB.PCI0.RP05),Fx Device,low,1,19.729759354838716,155
Win10,20H1,PLM Phase,PDC Phase,high,5,135.607,9
Win11,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,18,60.380991258741226,286
Win10,22H2,Intel(R) Serial IO I2C Host Controller - A0E8 (\_SB.PC00.I2C0),Fx Device,low,47,14.434475914994096,847
Win10,21H2,Intel(R) Ethernet Connection (6) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,14,184.73598862876253,299
Win11,22H2,Intel(R) PCI Express Root Port #8 - 9DBF (\_SB.PCI0.RP08),Fx Device,moderate,2,351.8794833333334,6
Win11,21H2,Realtek RTL8822CE 802.11ac PCIe Adapter (\_SB.PC00.RP09.PXSX),Fx Device,moderate,1,176.9578,1
Win10,22H2,Intel(R) UHD Graphics P630 (\_SB.PCI0.GFX0),Fx Device,high,3,977.9439459677423,1736
Win10,22H2,Intel(R) Ethernet Connection (11) I219-LM (\_SB.PCI0.GLAN),Fx Device,high,7,402.5604909243699,1190
Win10,22H2,BUS della tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,low,15,17.337814434523803,672
Win10,21H2,BUS della tecnologia Intel® Smart Sound (\_SB.PC00.HDAS),Fx Device,low,7,14.229715300546449,366
Win10,19H2,Connection Phase,PDC Phase,low,7,5.414416666666667,12
Win10,22H2,Intel(R) GNA Scoring Accelerator module (\_SB.PC00.GNA0),Fx Device,low,4,324.54594000000003,10
Win10,20H1,Find My Device,Activator,high,1,337.2567,2
Win10,21H2,Intel(R) PCI Express Root Port #8 - 02BF (\_SB.PCI0.RP08),Fx Device,low,15,112.783938671875,512
Win10,21H2,Intel(R) PCI Express Root Port #8 - 02BF (\_SB.PCI0.RP08),Fx Device,high,18,3840.756888744592,1617
Win10,RS5,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,moderate,2,288.73349999999994,5
Win11,22H2,Realtek RTL8822CE 802.11ac PCIe Adapter (\_SB.PC00.RP09.PXSX),Fx Device,high,5,10805.125979248653,559
Win10,22H2,Intel® Smart Sound teknologi BUS (\_SB.PC00.HDAS),Fx Device,low,4,43.622458536585384,82
Win10,20H2,Intel(R) Ethernet Connection (4) I219-LM (\_SB.PCI0.GLAN),Fx Device,low,1,12.955750992779782,1108
Win10,20H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP01.PXSX),Fx Device,low,3,25.948942803030317,1056
Win10,20H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,high,28,1164.8175113247867,468
Win10,20H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP01.PXSX),Fx Device,high,2,434.97630000000004,3
Win10,21H2,Qualcomm QCA9377 802.11ac Wireless Adapter (\_SB.PCI0.RP15.PXSX),Fx Device,moderate,9,145.39714042553192,94
Win10,22H2,Intel(R) PCI Express Root Port #21 - A32C (\_SB.PCI0.RP21),Fx Device,high,5,2148.863208233841,2429
Win10,22H2,Intel(R) PCI Express Root Port #21 - A32C (\_SB.PCI0.RP21),Fx Device,low,4,33.51176728971963,107
Win10,22H2,英特尔(R)智音技术音频控制器 (\_SB.PC00.HDAS),Fx Device,high,16,2236.0551775041035,609
