guid,nrs,received_bytes,sent_bytes,chassistype,vendor,model,ram,os,number_of_cores
synth_0002664,203672.24635441063,0.0,19775371094.164368,Notebook,HP,HP,4,Win10,4
synth_0002701,3031.1297342703656,0.0,45401918.035543226,Desktop,MSI,MSI,8,Win11,4
synth_0002832,3273535.321851601,25444701593.120926,44002996331.647545,Notebook,Lenovo,Lenovo,16,Win10,4
synth_0002862,28912159.25176155,34705727825.0312,5750830976037.932,Desktop,Gigabyte,Gigabyte,16,Win7,4
synth_0003033,725802.5187644642,0.0,21582734452.929344,Desktop,Unknown,Unknown,16,Win10,4
synth_0003062,2979980.2590901735,0.0,7548981811.96183,Desktop,Acer,Acer,32,Win10,4
synth_0003162,88660.59789121978,0.0,1272930395.5732412,Desktop,Dell,Dell,8,Win10,4
synth_0003188,162727.6888962668,0.0,682950820.0163736,Notebook,Asus,Asus,16,Win10,4
synth_0003265,3409044.8848811965,179749532148.91812,237653982971.12134,Notebook,HP,HP,16,Win10,4
synth_0003337,7931725.593750238,0.0,81523271431.2143,Notebook,Dell,Dell,4,Win10,4
synth_0003413,3634583.949081233,0.0,237026695395.32275,Notebook,Dell,Dell,10,Win10,4
synth_0003453,461927.01630063594,0.0,98884251791.29498,Notebook,HP,HP,16,Win10,4
synth_0003520,10871817.644049888,0.0,140867123561.56403,Notebook,Dell,Dell,8,Win10,4
synth_0003544,2080656.5077072834,0.0,129899753173.9905,Notebook,Lenovo,Lenovo,8,Win10,4
synth_0003572,429010.0167792984,0.0,34254461720.556683,Desktop,Gigabyte,Gigabyte,16,Win11,4
synth_0003574,308186.45143224904,0.0,2092375713.7642307,Notebook,HP,HP,16,Win11,4
synth_0003635,61404.19682031853,0.0,2171160878.792869,Notebook,HP,HP,8,Win10,4
synth_0003671,660415.6601205751,0.0,484873629091.4868,Notebook,Lenovo,Lenovo,16,Win Server,4
synth_0003784,2569181.763725295,0.0,56916371967.63999,Notebook,Acer,Acer,4,Win11,4
synth_0003851,644679.7100275923,22627857344.638382,125561952654.09453,Desktop,Unknown,Unknown,4,Win10,4
synth_0003930,71217.79614952313,0.0,6856031748.087374,Intel NUC/STK,Intel,Intel,8,Win10,4
synth_0003955,28762821.690152504,1109991022935.1755,1539799311197.66,Desktop,Gigabyte,Gigabyte,4,Win10,4
synth_0004103,2313590.9141372587,13926267619.808083,772316106814.643,Notebook,Asus,Asus,16,Win10,4
synth_0004191,198320.00528380563,0.0,13321545716.646303,Notebook,HP,HP,8,Win11,4
synth_0004283,626486.0490321419,103455199003.9708,119369898824.07907,Notebook,HUAWEI,HUAWEI,8,Win11,4
synth_0004288,2942151.0554189007,0.0,80951879137.77257,Notebook,Asus,Asus,4,Win10,4
synth_0004296,22282465.67220219,0.0,83676193843.27223,Desktop,Gigabyte,Gigabyte,8,Win8.1,4
synth_0004543,196529.84846489603,0.0,5547345064.20444,Notebook,Razer,Razer,24,Win10,4
synth_0004685,96021.3893948928,0.0,639433730.6045656,2 in 1,Unknown,Unknown,32,Win11,4
synth_0004779,2701906.004313135,0.0,18193152644.634155,Notebook,Asus,Asus,2,Win10,4
synth_0004796,3110883.548937304,105894976453.94598,401976681108.1614,Server/WS,Intel,Intel,16,Win10,4
synth_0004838,1309195.654918389,0.0,69421127458.19182,Desktop,Lenovo,Lenovo,4,Win10,4
synth_0004878,1251049.109405082,0.0,17109004731.405457,2 in 1,HP,HP,8,Win10,4
synth_0004961,2964309.519669181,26355958793.12787,102293849850.85306,Notebook,Toshiba,Toshiba,2,Win7,4
synth_0005043,393011.3040792863,2180057447.3601375,13335714653.084988,Notebook,Asus,Asus,4,Win10,4
synth_0005115,812947.227864481,0.0,95085843.14853078,Intel NUC/STK,Other,Other,16,Win10,4
synth_0005290,429406.0665851956,0.0,3742327561.390708,Desktop,MSI,MSI,8,Win10,4
synth_0005302,3146395.394183317,0.0,102721410611.31796,Desktop,Unknown,Unknown,4,Win11,4
synth_0005374,485030.61263165495,0.0,51902570744.28326,Notebook,Positivo,Positivo,4,Win10,4
synth_0005421,1554088.6388314294,0.0,23605916706.13867,Desktop,HP,HP,8,Win7,4
synth_0005429,1154368.7817954302,0.0,345702271737.57263,Intel NUC/STK,Intel,Intel,8,Win10,4
synth_0005450,12894847.305715919,23492881447.366215,92266791212.15172,Notebook,Dell,Dell,10,Win10,4
synth_0005494,3342728.653655141,0.0,4899115251000.861,Notebook,HP,HP,8,Win11,4
synth_0005526,13087.604702138959,0.0,180104674.02178857,Notebook,HP,HP,16,Win10,4
synth_0005839,3218910.2318365765,9841033033.265022,29969559433.951996,Notebook,Asus,Asus,16,Win10,4
synth_0005940,2664293.5584273804,0.0,7511658210.067966,Notebook,Acer,Acer,4,Win10,4
synth_0006083,831342.9361602656,0.0,28949882200.799892,Desktop,Wortmann_AG,Wortmann_AG,4,Win10,4
synth_0006542,1899508.2617983255,0.0,41683235035.27786,Notebook,HP,HP,16,Win10,4
synth_0006744,1609895.1270439068,31292152349.941235,111247129010.4603,Notebook,Lenovo,Lenovo,2,Win10,4
synth_0006817,2192712.2891330374,0.0,1172544899729.3052,Notebook,HP,HP,16,Win10,4
synth_0006862,2565043.91036887,4111060735.6100264,94315237837.93654,Notebook,Acer,Acer,8,Win10,4
synth_0006915,11328920.551975807,0.0,407705393033.7921,Notebook,HP,HP,16,Win11,4
synth_0006972,2218272.7527341177,0.0,111010728083.56711,Notebook,LG,LG,4,Win10,4
synth_0007080,1146640.6911013222,0.0,23829173515.493057,Notebook,MSI,MSI,16,Win10,4
synth_0007122,26168.159679613094,0.0,165484642.34108514,Notebook,HP,HP,8,Win10,4
synth_0007146,18324278.284205686,110805229598.4327,4614298468128.001,Desktop,Unknown,Unknown,2,Win10,4
synth_0007272,363520.1889431061,9262374522.749502,41044317718.45777,Notebook,Dell,Dell,32,Win10,4
synth_0007400,920337.677860116,0.0,6804234919.097618,Desktop,Unknown,Unknown,6,Win10,4
synth_0007548,2984903.452248618,0.0,37643598344.6623,Notebook,Acer,Acer,8,Win10,4
synth_0007605,2375336.723991935,0.0,247530205149.54422,2 in 1,Positivo,Positivo,12,Win10,4
synth_0007620,466793.39305272326,0.0,72403911888.64816,Notebook,Lenovo,Lenovo,8,Win11,4
synth_0007660,327661.128056456,0.0,117933511099.18625,Desktop,Gigabyte,Gigabyte,8,Win10,4
synth_0007677,976260.4660568022,0.0,61277414655.79822,Notebook,Other,Other,8,Win10,4
synth_0007685,145731.52036729356,0.0,2818193513.1984735,Desktop,Gigabyte,Gigabyte,8,Win10,4
synth_0007726,5088782.934422223,0.0,240967125617.96994,Notebook,Acer,Acer,24,Win10,4
synth_0007773,767536.1000572031,0.0,105724691010.56104,Desktop,Asus,Asus,8,Win10,4
synth_0008033,182888.8592362419,0.0,3127419907.0835547,Notebook,Lenovo,Lenovo,8,Win10,4
synth_0008247,1373929.333699954,12428533740.969776,19377653724.419357,Notebook,Toshiba,Toshiba,16,Win10,4
synth_0008378,345689.1168382382,0.0,4746449433.529484,Notebook,HP,HP,8,Win10,4
synth_0008413,29849388.430111535,0.0,497923209249.4836,Notebook,HP,HP,32,Win11,4
synth_0008438,16483400.65125834,1093919899.7805398,374859937435.08484,Notebook,Dell,Dell,4,Win10,4
synth_0008575,15133.881573066556,0.0,8869362.656490283,Notebook,MSI,MSI,32,Win10,4
synth_0008602,388040.7080983269,0.0,16533237352.544315,Desktop,Unknown,Unknown,16,Win10,4
synth_0008665,2391992.5626862124,0.0,16225298345.457088,Notebook,Asus,Asus,8,Win11,4
synth_0008682,2461758.840395523,0.0,34956019213.61386,Notebook,Asus,Asus,4,Win7,4
synth_0008707,1584078.2193299413,0.0,52668874014.32853,Notebook,Lenovo,Lenovo,2,Win7,4
synth_0008791,3139728.4946640003,0.0,1812999503947.0176,Notebook,Dell,Dell,4,Win10,4
synth_0008838,120308.74431353617,0.0,9711495434.282492,Desktop,Unknown,Unknown,4,Win10,4
synth_0008869,2221519.840514123,0.0,185029215516.6913,Desktop,Asus,Asus,4,Win10,4
synth_0008882,11344.565841935442,0.0,275552981.31150895,Notebook,HP,HP,8,Win11,4
synth_0008946,444876.91073731036,0.0,3266560935.1813803,Notebook,HP,HP,4,Win10,4
synth_0009069,4045408.3886110918,0.0,50081123475.892624,Notebook,Lenovo,Lenovo,8,Win10,4
synth_0009096,1717869.673346773,8885599629.363516,66820211451.111435,Desktop,Dell,Dell,16,Win10,4
synth_0009117,1694786.4965966337,0.0,93748739433.6254,Notebook,HP,HP,8,Win11,4
synth_0009419,2098960.4945529024,144640861035.67325,431618156938.7441,Notebook,Alienware,Alienware,8,Win10,4
synth_0009842,9020.84511185922,0.0,288073219.3524413,Notebook,Lenovo,Lenovo,16,Win10,4
synth_0009893,153581.12833040525,0.0,2823552714.5624943,Notebook,Dell,Dell,8,Win10,4
synth_0009975,216845.10280816024,0.0,9103453996.16602,Notebook,Asus,Asus,8,Win10,4
synth_0010073,78918.42851068664,0.0,3161446633.7734246,Desktop,Gigabyte,Gigabyte,16,Win10,4
synth_0010337,3699115.816417305,49733624269.43633,194132920400.41345,Notebook,Acer,Acer,16,Win10,4
synth_0010898,19719.090323936813,0.0,1076213108.712877,Desktop,Unknown,Unknown,4,Win10,4
synth_0010910,1449019.69702635,0.0,137572459451.58054,Notebook,Acer,Acer,12,Win10,4
synth_0011017,128046.36002086166,3176599718.6785307,11191594971.815136,Desktop,HP,HP,8,Win10,4
synth_0011027,423880.27967934834,0.0,38537416910.4607,Desktop,Unknown,Unknown,4,Win10,4
synth_0011084,825395.7088631,0.0,69606708143.39758,Notebook,HP,HP,8,Win10,4
synth_0011183,3179720.9332522303,0.0,151926969853.1567,Desktop,Asus,Asus,16,Win10,4
synth_0011285,766346.3421466703,0.0,52404449998.9492,Desktop,Dell,Dell,8,Win10,4
synth_0011461,1243164.8447275888,0.0,38717621384.78295,Desktop,Unknown,Unknown,8,Win10,4
synth_0011464,445994.3332633468,0.0,7.098728388346488e+17,Notebook,Dell,Dell,24,Win10,4
synth_0011555,25224405.92536798,142538203505.9104,172136350446.38727,Notebook,Asus,Asus,16,Win10,4
synth_0011571,86134.89381134597,0.0,500676946.5630567,Desktop,Acer,Acer,4,Win10,4
synth_0011628,334557.66763687937,218224826362.13498,3.876876225876177e+16,Desktop,MSI,MSI,6,Win10,4
synth_0011824,1724772.1857725312,11253035036.873806,99635626539.94669,Notebook,HP,HP,12,Win11,4
synth_0012062,2602042.383806902,0.0,213511644919.9178,Desktop,Dell,Dell,4,Win10,4
synth_0012079,760017.6599519711,0.0,105851034754.67805,Notebook,Dell,Dell,8,Win10,4
synth_0012129,6260903.172071921,0.0,780446742870.1144,Desktop,Unknown,Unknown,2,Win10,4
synth_0012141,2490793.2014492517,99744818669.12538,129316008964.52078,Notebook,HP,HP,12,Win10,4
synth_0012195,2020076.7243310933,35123676053.79264,48375671858.4058,Notebook,HP,HP,16,Win10,4
synth_0012226,320727.8350089862,0.0,25219093248.604897,Notebook,HP,HP,16,Win10,4
synth_0012307,505878.57933360577,0.0,79263060881.63885,Notebook,HP,HP,4,Win11,4
synth_0012331,16222403.977041578,50614747599.98584,729639635179.4137,Notebook,MSI,MSI,32,Win10,4
synth_0012491,314490.06098191504,0.0,7151265916.656466,Notebook,Asus,Asus,8,Win10,4
synth_0012557,25498515.717783276,0.0,306954941427.0621,Notebook,Lenovo,Lenovo,8,Win10,4
synth_0012600,1254705.835907977,0.0,412027506833.44025,Notebook,Dell,Dell,8,Win10,4
synth_0012609,3635673.9675239576,0.0,36612865602.69693,Desktop,Asus,Asus,8,Win10,4
synth_0012736,6701083.626706405,15334448924.501312,87989283803.48228,Notebook,Other,Other,8,Win10,4
synth_0012839,312646.6537167665,0.0,60054432.583350554,Desktop,HP,HP,16,Win10,4
synth_0012853,168383.8488501308,0.0,14161478822.260052,Notebook,Lenovo,Lenovo,4,Win10,4
synth_0012871,3687607.591359267,0.0,475159138006.164,2 in 1,Lenovo,Lenovo,64,Win10,4
synth_0013129,1805112.0497659694,0.0,339551135327.3898,Desktop,Gigabyte,Gigabyte,2,Win10,4
synth_0013293,259674.20016893564,0.0,11019320213.44491,Desktop,Other,Other,16,Win10,4
synth_0013329,775231.618830067,69542343506.1251,162129501356.65958,Notebook,Acer,Acer,8,Win10,4
synth_0013366,3174880.4309162465,0.0,121125928199.9993,Notebook,Acer,Acer,4,Win10,4
synth_0013379,443973.6690133871,0.0,64462537956.62917,Notebook,HP,HP,8,Win10,4
synth_0013520,161087.86572858156,0.0,12388207178.260204,2 in 1,Acer,Acer,16,Win11,4
synth_0013593,2176080.7957878364,10625782436.361174,21138086780.43587,Notebook,HP,HP,16,Win10,4
synth_0013611,3231221.612542553,505409790622.8937,659114191379.3401,Notebook,Hasee,Hasee,4,Win10,4
synth_0013662,3592182.1685011187,102407307399.0825,175023419199.62042,Notebook,Other,Other,4,Win10,4
synth_0013671,4122263.534498832,0.0,302573983551.523,Desktop,Unknown,Unknown,32,Win10,4
synth_0013687,635837.9513243617,22972374631.4981,307284796591.89075,Notebook,Dell,Dell,16,Win10,4
synth_0013776,447943.58008742845,30179381951.811337,42598927074.48218,Notebook,HP,HP,8,Win10,4
synth_0013940,2558049.6104115434,311143260414.2318,636915199548.5308,Notebook,Hasee,Hasee,48,Win10,4
synth_0014269,1752616.907514026,0.0,143760968334.05002,Notebook,Asus,Asus,4,Win10,4
synth_0014435,16018548.990983997,0.0,629845770421.9467,Notebook,MSI,MSI,8,Win10,4
synth_0014475,17201761.378986843,82530373375.20985,246684748728.8484,Notebook,Other,Other,8,Win10,4
synth_0014805,3087551.024884336,18593532943.95884,138504181770.8331,Notebook,Asus,Asus,8,Win11,4
synth_0014808,601309.5192460216,0.0,66040413944.78439,Notebook,Asus,Asus,16,Win10,4
synth_0014989,87970.89796095947,0.0,406190789.8139381,Notebook,MSI,MSI,8,Win10,4
synth_0015068,1836014.7835975597,0.0,282077576346.81494,Notebook,Lenovo,Lenovo,16,Win10,4
synth_0015133,39526111.48893584,7677692312.262519,816064541244.2397,Notebook,Acer,Acer,6,Win10,4
synth_0015202,277251.2556532279,0.0,8871708136.525267,Notebook,Dell,Dell,16,Win10,4
synth_0015204,3135287.1132061267,0.0,22131550706.631016,Desktop,HP,HP,8,Win10,4
synth_0015252,1724634.4649065204,0.0,35469123739.839066,Desktop,Samsung,Samsung,16,Win10,4
synth_0015361,2593869.384772316,0.0,511943149375.0458,Desktop,HP,HP,16,Win10,4
synth_0015386,756569.5958567563,0.0,158414998890.8105,Notebook,Acer,Acer,16,Win10,4
synth_0015425,1740335.5442243603,0.0,142687497832.58832,Desktop,Unknown,Unknown,4,Win10,4
synth_0015480,2145396.1621554336,20238046204.677113,128027652179.25243,Notebook,MONSTER,MONSTER,16,Win11,4
synth_0015519,208323.87930813138,0.0,4541926500.745787,Intel NUC/STK,Intel,Intel,24,Win10,4
synth_0015673,778389.8817224979,0.0,101030981881.91992,Notebook,HP,HP,16,Win10,4
synth_0015774,3981609.699891834,2686330933.6224995,89793748307.82031,Desktop,HP,HP,4,Win11,4
synth_0016074,842532.1444851201,151909869.50399667,9112011205.393328,Notebook,Asus,Asus,16,Win10,4
synth_0016098,2912963.3329764064,0.0,58118476589.73343,Desktop,HP,HP,8,Win10,4
synth_0016243,304452.44548203086,0.0,4402354763.360638,Notebook,Toshiba,Toshiba,8,Win11,4
synth_0016343,34539177.24139336,12176394742.99136,7.423747743499721e+19,Notebook,Acer,Acer,16,Win11,4
synth_0016439,158151.29604508603,0.0,2306624983.7643037,Notebook,Acer,Acer,16,Win10,4
synth_0016465,388107.9304189851,0.0,11654494180.04098,Notebook,Asus,Asus,12,Win10,4
synth_0016697,893514.0858963322,0.0,22063739598.70125,Notebook,Dell,Dell,4,Win10,4
synth_0016700,5835.570299282293,0.0,2033964693.3455122,Notebook,Asus,Asus,8,Win10,4
synth_0016926,3708225.0374336233,0.0,261846955341.66602,Desktop,Other,Other,16,Win10,4
synth_0017210,3275733.0483033317,7.599352266378905e+18,1.6397385247865212e+20,Notebook,Asus,Asus,8,Win10,4
synth_0017335,1287389.0753737679,0.0,46266481574.161064,Notebook,HP,HP,4,Win10,4
synth_0017402,79003.87047617289,0.0,13917176994.722305,Notebook,HUAWEI,HUAWEI,8,Win10,4
synth_0017450,658767.7552888067,0.0,5038514596.1194315,Notebook,Asus,Asus,6,Win10,4
synth_0017749,2513208.401513359,0.0,40023278953.39651,Desktop,Unknown,Unknown,4,Win10,4
synth_0017756,1246782.9650947652,4400992063.232814,8196349882.44825,Notebook,Lenovo,Lenovo,16,Win10,4
synth_0017764,3287633.885215896,68930595173.91257,89880712000.74481,Desktop,Unknown,Unknown,8,Win10,4
synth_0017865,3449763.2385284295,13002635646.220741,694394025528.1942,Desktop,Asus,Asus,8,Win10,4
synth_0018002,79375.70420639974,0.0,2125963685.7611163,Notebook,Lenovo,Lenovo,4,Win10,4
synth_0018072,457300.1931053822,0.0,12819725112.24527,Notebook,Dell,Dell,8,Win10,4
synth_0018121,27120272.313504275,620707602537.4323,1422375972376.3015,Notebook,Dell,Dell,8,Win10,4
synth_0018271,4838680.311722698,413954587602.24255,535619732800.16516,Notebook,HP,HP,8,Win10,4
synth_0018284,4430328.614114252,43873512719.316315,589664375547.6628,Desktop,HP,HP,4,Win10,4
synth_0018293,123554.20514975593,0.0,13332803425.275038,Notebook,Acer,Acer,24,Win10,4
synth_0018410,814754.0191908783,0.0,32380457954.360752,Notebook,Acer,Acer,4,Win10,4
synth_0018448,1543146.6381981072,0.0,1.4325340513077463e+19,Notebook,Lenovo,Lenovo,8,Win10,4
synth_0018468,1923824.3889094172,0.0,78883975702.92336,Desktop,Alienware,Alienware,12,Win10,4
synth_0018477,2230227.4280654136,8784640317.2135,45101633537.86702,Notebook,Dell,Dell,8,Win11,4
synth_0018496,11017.603745107805,0.0,1134966308.6421325,Desktop,Dell,Dell,8,Win10,4
synth_0018504,1290784.4571115687,0.0,41086114269.96716,Notebook,MSI,MSI,4,Win10,4
synth_0018633,707505.939887485,0.0,49478783135.526726,Notebook,Dell,Dell,12,Win10,4
synth_0018647,5446103.658348821,0.0,334343474708.3083,2 in 1,HP,HP,4,Win10,4
synth_0018746,12222998.905446995,0.0,1873331377383.5315,Desktop,Positivo,Positivo,16,Win10,4
synth_0018871,167939.9520695812,0.0,1804878155.987024,Notebook,HP,HP,16,Win10,4
synth_0018874,2940722.9227083973,0.0,538864218099.457,Notebook,Dell,Dell,8,Win10,4
synth_0019129,54237.52147908238,0.0,3715474184.505208,Desktop,Dell,Dell,8,Win10,4
synth_0019253,23130271.96330878,0.0,217373426618.1209,Desktop,Dell,Dell,16,Win10,4
synth_0019258,4918875.2193815475,0.0,73594262597.65518,Desktop,Unknown,Unknown,8,Win10,4
synth_0019260,15501015.744359316,1943782049.4003053,323909242915.2461,Notebook,Lenovo,Lenovo,8,Win10,4
synth_0019262,2849099.862330486,473886953176.90643,1147826532723.6155,Notebook,Asus,Asus,8,Win10,4
synth_0019318,703008.2008074797,0.0,2476016728.868479,Desktop,Dell,Dell,16,Win10,4
synth_0019546,1495639.5512991154,0.0,94095605388.77502,Notebook,Acer,Acer,8,Win10,4
synth_0019580,1002095.6195460411,0.0,5.500086783559534e+19,2 in 1,HP,HP,16,Win10,4
synth_0019595,1618260.3735997044,0.0,126096749497.38263,Notebook,Acer,Acer,8,Win10,4
synth_0019608,2416993.229942544,0.0,98780708841.73947,Desktop,Unknown,Unknown,4,Win10,4
synth_0019612,2521529.9026952116,0.0,17353474406.319084,2 in 1,Lenovo,Lenovo,16,Win10,4
synth_0019690,17451478.257192686,0.0,222798123865.95306,Desktop,Other,Other,16,Win10,4
synth_0019767,699340.3858320251,0.0,990329177175.133,Notebook,HP,HP,12,Win10,4
synth_0019881,4163728.215973897,31403963363.319897,65895477350.31951,Notebook,MECHREVO,MECHREVO,8,Win10,4
synth_0019940,15726303.326551508,29898332296.583385,598140597214.5653,Notebook,Toshiba,Toshiba,4,Win10,4
synth_0019978,60199.17156291521,0.0,519159834.9954385,Notebook,Lenovo,Lenovo,24,Win11,4
synth_0019983,6871875.917528624,530731970415.389,1333539213653.949,Desktop,Unknown,Unknown,4,Win10,4
synth_0020021,718575.6998190638,0.0,2199265421.481407,Desktop,Asus,Asus,8,Win10,4
synth_0020140,663982.6162265356,0.0,64263321451.66778,Notebook,Asus,Asus,8,Win10,4
synth_0020352,287879.5301511655,0.0,17351578055.10592,Notebook,Acer,Acer,8,Win10,4
synth_0020389,3979196.080247922,26063565210.468388,300886380572.3148,Notebook,Asus,Asus,4,Win10,4
synth_0020424,2596018.405684451,0.0,35524961406.086845,Desktop,HP,HP,16,Win10,4
synth_0020527,30542988.02338799,229043864713.6594,316570507534.1557,Notebook,Dell,Dell,8,Win10,4
synth_0020540,3993661.68336773,0.0,229159066057.81818,Notebook,Dell,Dell,4,Win10,4
synth_0020668,3723595.850878351,4989320688573.805,1.1889165936361298e+18,Notebook,Dell,Dell,8,Win10,4
synth_0020694,2103971.945407523,0.0,68864841196.56454,Notebook,Dell,Dell,16,Win10,4
synth_0020853,3365819.731035236,0.0,284158953545.7405,Desktop,Asus,Asus,16,Win11,4
synth_0020855,1189060.4368947002,6798531364.033833,64103556804.041985,Notebook,HP,HP,8,Win10,4
synth_0020877,990823.6464023166,0.0,23462379462.853085,2 in 1,HP,HP,8,Win10,4
synth_0020892,2878614.8828789555,0.0,41063651206.96052,Desktop,Gigabyte,Gigabyte,8,Win10,4
synth_0020962,2284538.7025918346,0.0,216874072584.0473,Notebook,Lenovo,Lenovo,8,Win10,4
synth_0020978,3069307.117442134,0.0,1041447136.2996554,Notebook,Asus,Asus,16,Win10,4
synth_0021095,1675236.9967096702,2618703450.6572595,744501372158.754,Notebook,HP,HP,4,Win10,4
synth_0021165,2190824.874952565,16166546197.830528,34261979967.944466,Notebook,HP,HP,4,Win7,4
synth_0021324,2043870.9485170636,0.0,267951613552.37466,Desktop,Lenovo,Lenovo,16,Win10,4
synth_0021352,1236439.0966289644,347277008.79804957,175328527052.94058,Notebook,Dell,Dell,32,Win10,4
synth_0021408,948624.8427040053,52918310938.35545,1120471884614.0867,Notebook,Other,Other,4,Win10,4
synth_0021466,329900.3262907471,0.0,14187730792.55238,Notebook,HP,HP,32,Win10,4
synth_0021472,11814942.66949966,0.0,21434849092.45754,Desktop,MSI,MSI,16,Win10,4
synth_0021645,1961534.3104693783,36529056909.19071,102285118692.50043,Notebook,Lenovo,Lenovo,4,Win10,4
synth_0021772,183215.74962291442,0.0,6018609907.757665,Desktop,MSI,MSI,4,Win10,4
synth_0021861,1607162.4815677614,0.0,11512487760.691675,Notebook,Dell,Dell,4,Win8.1,4
synth_0021865,1412173.5821918673,0.0,25354804062.26862,Notebook,Dell,Dell,8,Win10,4
synth_0021915,3412038.879975552,0.0,228817832735.3563,Desktop,Unknown,Unknown,16,Win10,4
synth_0022042,1468066.670241861,0.0,21075255260.850967,Notebook,Packard Bell,Packard Bell,16,Win10,4
synth_0022066,1928253.1943716493,0.0,253499501338.47073,Notebook,Dell,Dell,16,Win10,4
synth_0022152,2308409.6344395364,0.0,1593746479191.6536,Desktop,Unknown,Unknown,6,Win8.1,4
synth_0022162,1425996.2477442208,25005453407.83362,41202413530.30299,Desktop,Unknown,Unknown,4,Win10,4
synth_0022276,744928.038372584,0.0,10973139371.969732,Intel NUC/STK,Intel,Intel,8,Win10,4
synth_0022319,1263900.0428722873,0.0,79692555208.01616,Notebook,Asus,Asus,16,Win10,4
synth_0022428,6201756.259733614,0.0,298954124980.01294,Notebook,HP,HP,8,Win10,4
synth_0022655,1459034.4852305418,23945420883.82195,99167065453.78021,Intel NUC/STK,Intel,Intel,4,Win10,4
synth_0022711,1995095.154846011,0.0,57591859720.29036,Notebook,Dell,Dell,32,Win10,4
synth_0022749,5921678.433904935,359416319935.9223,431320096715.5668,Notebook,HP,HP,4,Win10,4
synth_0022756,2850768.457069058,24237882649.791065,36029932373.48842,Notebook,Asus,Asus,16,Win10,4
synth_0022844,11177771.040928748,0.0,331407469004.38824,Notebook,LG,LG,8,Win10,4
synth_0022908,1337026.9326396913,0.0,40673265006.41529,Intel NUC/STK,Intel,Intel,16,Win10,4
synth_0022949,581727.2362221272,0.0,384429384955.35223,Notebook,HP,HP,4,Win10,4
synth_0023039,845069.8260326079,0.0,31560366135.960125,Notebook,Asus,Asus,16,Win10,4
synth_0023042,22010048.133276746,0.0,86663425794.86414,2 in 1,Microsoft Corporation,Microsoft Corporation,8,Win10,4
synth_0023080,119884.80638673849,0.0,934321114.3647742,Notebook,Lenovo,Lenovo,4,Win10,4
synth_0023115,30662798.55571316,2747032333695.745,2.145740917086075e+17,Notebook,Positivo,Positivo,8,Win10,4
synth_0023130,14663839.492723862,2695319961.401452,114649873443.29604,Notebook,Asus,Asus,8,Win10,4
synth_0023182,277459.419448736,5494333527.757741,36480133042.8235,Desktop,Unknown,Unknown,8,Win10,4
synth_0023470,4014938.746021458,0.0,213381065331.1051,Desktop,Asus,Asus,4,Win10,4
synth_0023471,1524852.5159710594,0.0,42057879213.48668,Desktop,Unknown,Unknown,8,Win10,4
synth_0023705,53620.37375219196,0.0,5731512692.189848,Desktop,Acer,Acer,6,Win10,4
synth_0023790,3290489.6030375143,0.0,88310863641.2544,2 in 1,Microsoft Corporation,Microsoft Corporation,16,Win10,4
synth_0023793,692197.5912757129,1597367581.8465042,409533123491.5393,Desktop,Lenovo,Lenovo,16,Win10,4
synth_0023972,2618154.57648827,0.0,14465733193.580551,2 in 1,HP,HP,8,Win10,4
