os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,high,422,7481857.117874183,487
Win10,20H1,Image Download Manager,Activator,high,128,3697455.116026767,143
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,315,15171.949424676031,361
Win10,21H1,File Sharing Server,Activator,moderate,39,1466.1043434839435,45
Win10,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Fx Device,low,146,2609.353432506794,169
Win11,22H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,high,77,758865.9342924912,89
Win10,20H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,66,16435.64297743404,77
Win10,19H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,351,5127.970547090302,422
Win11,21H2,Image Download Manager,Activator,high,169,4844482.750074458,189
Win11,21H2,NCSI,Activator,moderate,499,2166.992324193926,602
Win10,RS2,Connection Phase,PDC Phase,low,40,0.9141088013222393,61
Win10,RS4,DHCP,Activator,high,131,3397753.7953042784,142
Win10,RS4,WNS,Activator,low,340,3211.0025913874674,404
Win10,20H2,High Definition Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,40,4282056.528465807,50
Win10,21H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,low,52,3516.8142225594215,63
Win10,22H2,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,low,78,1307.7844653587094,89
Win10,19H1,Intel(R) PCI Express Root Port #9 - A0B0 (\_SB.PC00.RP09),Fx Device,low,72,3454.695833450968,78
Win11,22H2,Maintenance Phase,PDC Phase,moderate,221,183193.30658828866,254
Win10,21H1,WU,Activator,moderate,678,40320.326744872444,826
Win10,20H2,WP OmaDmClient Client,Activator,low,212,9097.52681847589,257
Win10,19H2,Image Download Manager,Activator,high,178,3076594.1524802246,203
Win11,22H2,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,high,81,4945927.92730834,90
Win10,20H2,Intel(R) PCI Express Root Port #5 - A0BC (\_SB.PC00.RP05),Fx Device,low,138,7098.435245251006,158
Win10,19H2,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,moderate,73,3573.278098039244,80
Win10,20H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,high,20,747722.8877365555,22
Win10,20H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,high,117,5741416.793393662,134
Win10,RS4,Update Orchestrator Client,Activator,high,224,1941513.6243346198,252
Win10,21H1,Intel(R) PCI Express Root Port #5 - 02BC (\_SB.PCI0.RP05),Fx Device,moderate,28,6575.995717643086,30
Win10,19H2,Host Activity Manager,Activator,high,67,7745017.43532032,77
Win10,22H2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,low,92,6526.476829597559,107
Win11,21H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,low,197,2422.9037369470307,229
Win10,20H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,moderate,33,4525.885663724216,37
Win10,20H1,High Definition Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,24,3524.743650327763,26
Win10,19H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,high,38,5688396.471380849,45
Win10,21H1,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,high,80,9788483.05315815,86
Win10,RS5,Image Download Manager,Activator,low,170,1042.6703916484355,186
Win10,RS5,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,low,33,7582.075181845368,37
Win10,RS5,Thunderbolt(TM) Controller - 9A1D (\_SB.PC00.TDM1),Fx Device,moderate,20,1392.542970047584,22
Win10,22H2,Intel(R) Management Engine Interface #1 (\_SB.PCI0.HECI),Fx Device,high,13,3071344.766915272,13
Win10,21H2,Intel(R) PCI Express Root Port #5 - 02BC (\_SB.PCI0.RP05),Fx Device,high,67,15881464.206083214,83
Win10,20H2,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,high,35,7801799.464321083,37
Win10,22H2,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,high,108,1860394.000362565,121
Win10,21H1,Intel(R) PCI Express Root Port #9 - 02B0 (\_SB.PCI0.RP09),Fx Device,high,35,15524278.05377718,42
Win10,21H2,Standard NVM Express Controller (\_SB.PC00.PEG0.PEGP),Fx Device,high,47,2791320.781212055,51
Win10,19H1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,214,5114.9298160116505,235
Win10,22H2,Image Download Manager,Activator,moderate,165,2491.7800184674543,193
Win10,20H1,Unregistered Device \_SB.PCI0.HECI,Fx Device,low,2,2147.1300169117085,2
Win10,19H1,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,high,10,26147.165386468,12
Win10,19H1,File Sharing Server,Activator,high,18,2782520.508928072,18
Win11,21H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,high,36,6451257.060965981,40
Win11,22H2,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,low,46,6244.707818099907,49
Win10,19H1,Intel(R) PCI Express Root Port #10 - A0B1 (\_SB.PC00.RP10),Fx Device,moderate,18,3501.2280438295043,19
Win10,20H2,Intel(R) Management Engine Interface #1 (\_SB.PCI0.HECI),Fx Device,low,42,2740.039644614431,49
Win10,22H2,WP OmaDmClient Client,Activator,moderate,71,8724.717923602882,80
Win10,21H2,WP OmaDmClient Client,Activator,high,195,2557499.794183361,222
Win11,21H2,Connection Phase,Fx Device,low,1,0.8670937553217088,1
Win10,22H2,Intel(R) PCI Express Root Port #4 - A0BB (\_SB.PC00.RP04),Fx Device,low,30,1055.848297612071,30
Win10,21H1,Intel(R) PCI Express Root Port #5 - A0BC (\_SB.PC00.RP05),Fx Device,low,110,6148.1224708257905,124
Win10,RS4,PCI Express Root Port (\_SB.PC00.TRP1),Fx Device,low,11,1182.2469561382002,11
Win10,22H2,Intel(R) PCI Express Root Port #5 - A0BC (\_SB.PC00.RP05),Fx Device,low,67,6861.9194636040575,81
Win10,19H1,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,high,12,40161.072707928164,12
Win10,RS4,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,low,40,867.4798571237162,42
Win10,20H2,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,low,52,1575.47065225658,55
Win10,21H1,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,18,1931.3715832858322,23
Win11,21H2,Intel(R) PCI Express Root Port #7 - 02BE (\_SB.PCI0.RP07),Fx Device,low,3,914.8324071639476,3
Win10,19H1,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,high,20,5490133.563219664,20
Win10,RS3,WU,Activator,high,47,3368915.559838868,51
Win10,19H1,Maintenance Phase,PDC Phase,moderate,144,10121.360338154835,155
Win10,RS4,NCSI,Activator,high,132,662772.2223116839,147
Win10,19H2,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,high,31,10312348.550455065,34
Win11,22H2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,moderate,37,2399.4303030515957,42
Win10,RS4,Connection Phase,PEP Pre-Veto,low,1,0.6971933587369588,1
Win10,RS4,Intel(R) PCI Express Root Port #1 - 9DB8 (\_SB.PCI0.RP01),Fx Device,moderate,1,1557.3619109346184,1
Win10,22H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,moderate,68,4092.2085447491027,77
Win10,20H2,PCI Express Root Port (\_SB.PC00.TRP1),Fx Device,moderate,17,419.32717596892167,18
Win10,RS3,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,moderate,10,1933.9707980372546,10
Win10,20H1,Device not registered,PEP Pre-Veto,low,36,2534.1564364021415,40
Win10,19H1,WP OmaDmClient Client,Activator,moderate,48,1472485.3382377324,49
Win10,20H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Activator,moderate,1,199.80847996937223,1
Win11,22H2,File Sharing Server,Activator,high,25,25386.965905021785,26
Win10,RS5,File Sharing Server,Fx Device,high,1,2139.5356375889214,1
Win11,21H2,Intel(R) PCI Express Root Port #9 - 02B0 (\_SB.PCI0.RP09),Fx Device,low,22,1936.766012348613,22
Win10,19H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,moderate,9,25837.12782803332,10
Win10,21H2,File Sharing Server,Activator,moderate,43,5861.959511684238,49
Win10,21H2,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,moderate,28,1315.5357395214965,32
Win10,19H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,low,18,13444.81105042229,18
Win10,21H2,Unregistered Device \_SB.PC00.TDM0,Fx Device,low,2,208.29397448802277,2
Win10,21H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,low,23,9764.357236838981,31
Win10,22H2,Thunderbolt(TM) Controller - 9A1D (\_SB.PC00.TDM1),Fx Device,high,40,4721245.091091179,44
Win10,21H2,No CS Phase,Fx Device,low,1,156541.8084652184,1
Win10,21H1,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,low,36,2209991.430038246,40
Win10,20H1,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,14,3016.86708433427,15
Win10,RS3,WP Location Client,Activator,moderate,13,3540.0819983391075,13
Win11,22H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,high,11,20621645.658823352,11
Win10,RS4,File Sharing Server,Activator,moderate,12,5670.233814286718,12
Win10,21H1,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,high,15,10689.666915437441,16
Win10,RS5,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,high,70,5971060.670162606,76
Win10,19H2,Intel(R) PCI Express Root Port #4 - A0BB (\_SB.PC00.RP04),Fx Device,low,39,10559.865485572536,44
Win11,22H2,Intel(R) PCI Express Root Port #5 - 02BC (\_SB.PCI0.RP05),Fx Device,moderate,21,5006.870249384552,22
Win11,22H2,インテル(R) スマート・サウンド・テクノロジー ・オーディオ・コントローラー (\_SB.PCI0.HDAS),Fx Device,moderate,4,2175.3344952884354,5
Win10,22H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,14,20736.47824133503,19
Win11,22H2,Thunderbolt(TM) Controller - 9A1D (\_SB.PC00.TDM1),Fx Device,moderate,23,2460.1690206996655,27
Win10,19H1,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,high,34,21954.225195364925,38
Win10,21H2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,loUserIdMask,1,11825.308103960282,1
Win10,19H2,Intel(R) Management Engine Interface #1 (\_SB.PCI0.HECI),Fx Device,moderate,5,12564.965928444002,5
Win10,22H2,PCI Express Root Port (\_SB.PC00.TRP1),Fx Device,high,12,5398654.5743704615,14
Win11,22H2,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,high,12,5828011.752647436,14
Win11,22H2,Unregistered Device \_SB.PCI0.I2C0,Fx Device,high,1,647.8139630989598,1
Win10,22H2,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Fx Device,low,19,5101.26595198256,22
Win10,RS4,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,moderate,6,8140.175553247035,6
Win10,RS2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,high,4,2314.783106572532,4
Win10,20H1,Unregistered Device \_SB.PC00.HEC3,Fx Device,moderate,2,669.6768800184113,2
Win10,22H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,high,38,2451627.1191890165,43
Win11,22H2,Intel(R) PCI Express Root Port #13 - 9DB4 (\_SB.PCI0.RP13),Fx Device,high,11,19435378.350650277,11
Win10,RS5,Mobile Intel(R) Processor Family I/O PCI Express Root Port #1 - 9D10 (\_SB.PCI0.RP01),Fx Device,moderate,5,2552.6148190480103,5
Win11,21H2,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Fx Device,moderate,5,7208.629724086279,5
Win10,19H1,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,high,27,8664340.770239444,27
Win10,21H1,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,high,28,991149.1605862245,28
Win10,19H2,Unregistered Device \_SB.PCI0.I2C0,Fx Device,moderate,1,1446.2128895182782,1
Win10,19H1,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,moderate,5,98.9997955224111,7
Win10,21H1,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Activator,low,1,18.068072017104274,1
Win10,RS1,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,low,1,2.9690644608726746,1
Win10,22H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Activator,low,1,68.25501213605966,1
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,moderate,29,978.2770519648075,34
Win10,TH2,Windows Push Notifications,Activator,high,4,520.9195290757125,4
Win10,TH2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,6,18027595.457691114,6
Win10,22H2,PCI Express Root Port (\_SB.PC00.PEG0),ActUserIdMasktor,low,1,334.3725094722195,1
Win10,RS5,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,high,40,6922396.19781047,43
Win10,22H2,Unregistered Device \_SB.PCI0.UA02,Fx Device,high,3,36918196.061271496,3
Win10,RS4,Intel(R) Management Engine Interface #1 (\_SB.PC00.HECI),Fx Device,low,4,468.9021391214852,4
Win10,RS5,Maintenance Phase,Fx Device,low,1,5152.496141894054,1
Win10,TH1,Audio Service,Activator,high,2,96.3646099632881,2
Win11,21H2,Intel(R) PEG10 - 9A01 (\_SB.PC00.PEG1),Fx Device,moderate,26,1190.0592989358277,28
Win10,22H2,Intel(R) PCI Express Root Port #9 - 02B0 (\_SB.PCI0.RP09),Fx Device,moderate,11,1409.4238659160321,11
Win10,19H2,Controlador de audio de la tecnología Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,high,10,18423586.144154754,11
Win10,RS2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,high,1,109009.16816548722,2
Win10,22H2,Intel(R) PCI Express Root Port #16 - 34B7 (\_SB.PCI0.RP16),Fx Device,low,3,282.3358984887977,4
Win10,RS4,Intel(R) PCI Express Root Port #9 - 02B0 (\_SB.PCI0.RP09),Fx Device,high,9,16075724.063279467,9
Win10,19H1,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,high,14,9362.28377623004,15
Win11,22H2,Intel(R) Management Engine Interface #1 (\_SB.PC00.HECI),Fx Device,low,4,2210.869850404976,4
Win11,22H2,File Sharing Server,Fx Device,high,1,2139.5356375889214,1
Win10,21H2,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Activator,high,1,4729.454363093527,1
Win10,19H1,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Activator,moderate,1,405.86412059632704,1
Win11,22H2,Unregistered Device \_SB.PCI0.TXHC,Fx Device,low,3,2750.1201617165593,5
Win10,RS5,Unregistered Device \_SB.PCI0.CNVW,Fx Device,high,6,16517982.520208627,6
Win11,22H2,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,high,14,1388478.541135291,14
Win10,RS2,Unregistered Device \_SB.PCI0.HECI,Fx Device,high,1,109474662.01866695,1
Win10,19H1,BI,Fx Device,high,1,3220.5818213000675,1
Win10,20H1,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,low,31,3577.3988118393336,37
Win10,20H1,Intel(R) PCI Express Root Port #13 - 9DB4 (\_SB.PCI0.RP13),Fx Device,low,7,29756.506172472178,7
Win10,21H1,Update Orchestrator Client,PEP Pre-Veto,low,1,25435.411198936035,1
Win10,21H2,Unregistered Device \_SB.PCI0.GFX0,Fx Device,high,6,9742005.710579574,8
Win11,21H2,PCI Express Root Port (\_SB.PC00.TRP0),PDC Phase,low,1,3.3816291786809853,1
Win10,21H2,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,moderate,13,13270.495365510445,16
Win10,RS4,Device not registered,PEP Pre-Veto,low,18,670.5247084431792,18
Win10,RS5,Intel(R) PCI Express Root Port #6 - 06BD (\_SB.PCI0.RP06),Fx Device,high,1,78861084.32847546,1
Win10,21H1,Unregistered Device \_SB.PC00.TDM0,Fx Device,low,5,3588.4919446284125,5
Win10,TH1,Update Orchestrator Client,Activator,moderate,3,13919.432119299352,3
Win10,19H1,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,low,4,4817.45172917762,4
Win10,RS3,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,2,1064.0361109780215,2
Win10,21H2,Intel(R) PCI Express Root Port #7 - 02BE (\_SB.PCI0.RP07),Fx Device,low,3,1130.5682633030094,3
Win10,RS1,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,high,3,86875.23707096973,4
Win10,21H1,Intel(R) PCI Express Root Port #17 - 06C0 (\_SB.PCI0.RP17),Activator,high,1,1791.4842668115748,1
Win10,21H2,Intel(R) PCI Express Root Port #16 - 34B7 (\_SB.PCI0.RP16),Fx Device,low,3,281.0852073975935,3
Win10,RS3,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,moderate,3,1558.2184536944987,3
Win10,20H2,BI,Fx Device,high,3,11464404.67185402,3
Win10,RS5,File Sharing Server,Activator,high,11,30542.89404716354,11
Win10,RS2,TCPIP,Activator,high,4,8215.821048163747,5
Win10,TH2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,moderate,3,146.19488221722187,3
Win10,TH2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,high,1,2989.74011499597,1
Win10,RS1,WP OmaDmClient Client,Activator,high,4,13512.670624020782,4
Win10,RS4,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,high,9,13533835.951582085,9
Win10,TH2,CPU C0 Time.Non-attributed Time,Processor,moderate,2,296.4016779029584,3
Win10,21H2,Intel(R) PCI Express Root Port #1 - 9DB8 (\_SB.PCI0.RP01),Fx Device,low,3,1887.7429445521468,3
Win10,TH2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,6,347.36612751541605,6
Win10,TH1,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,high,3,27205.86144820017,3
Win10,RS2,NCSI,Activator,moderate,3,7421.628834430897,3
Win10,TH2,Intel(R) PCI Express Root Port #5 - A0BC (\_SB.PC00.RP05),Fx Device,high,1,160782.24713533663,1
Win10,TH2,WP Location Client,Activator,low,5,3405.373203932043,5
Win10,21H2,Device not registered,Fx Device,high,1,75527921.52992739,1
Win11,21H2,Intel(R) PCI Express Root Port #16 - 34B7 (\_SB.PCI0.RP16),Activator,high,1,225726.43889004874,1
Win10,19H1,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,5,2032.6228643812497,5
Win10,RS1,Thunderbolt(TM) Controller - 9A1B (\_SB.PC00.TDM0),Fx Device,low,6,243.0200451160506,7
Win10,RS1,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,high,6,13203.36241890407,6
Win10,22H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,moderate,4,5819.1418777373665,5
Win11,21H2,WNS,PDC Phase,low,1,1202.088343125041,1
Win10,20H2,Intel(R) PCI Express Root Port #7 - 02BE (\_SB.PCI0.RP07),Activator,high,1,9159.707106491238,1
Win10,22H2,Unregistered Device \_SB.PCI0.I2C0,Fx Device,high,1,10281.143804491981,2
Win10,RS3,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,moderate,1,2251.867444400467,1
Win10,19H2,Windows Push Notifications,Fx Device,low,3,21599.19268246261,3
Win10,TH1,CPU C0 Time.Non-attributed Time,Processor,low,3,311.74882109323215,3
Win10,22H2,Intel(R) Management Engine Interface #1 (\_SB.PC00.HECI),Fx Device,moderate,4,19278.774080018466,5
Win11,22H2,DHCP,Activator,UserIdMaskgh,1,1216.8886506202214,1
Win11,21H2,NCSI,UserIdMask Device,moderate,1,1893.284587610062,1
Win10,20H2,Unregistered Device \_SB.PCI0.RP05.PXSX,Fx Device,low,4,986.3299709750884,5
Win10,19H2,TCPIP,Fx Device,low,2,132.2166503055069,2
Win10,RS2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,high,2,22123.34460558036,2
Win10,RS2,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,moderate,1,8226.61836037302,1
Win10,RS4,Windows Push Notifications,Fx Device,moderate,1,28.318161562880913,1
Win10,RS5,Unregistered Device \_SB.PC00.GNA0,Fx Device,high,1,1461.9132475187907,1
Win11,21H2,CPU C0 Time.Non-attributed Time,Activator,high,1,1503.5516968580043,1
Win10,22H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,low,7,2456.4692839573895,7
Win11,21H2,Host Activity Manager,Fx Device,moderate,1,3212.7692243871456,1
Win10,21H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Activator,low,1,3820.0064954178515,1
Win10,21H2,Audio Service,Fx Device,low,1,37.794473123787725,2
Win11,21H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #1 - 9D10 (\_SB.PCI0.RP01),Fx Device,high,4,67198.83355999315,4
Win10,22H2,High Definition Audio Controller (\_SB.PCI0.HDAS),Activator,low,1,720.5180244785471,1
Win11,22H2,Image Download Manager,Fx Device,low,1,268.6238044782458,1
Win10,TH2,Controlador de audio de la tecnología Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,high,1,236.58709193522466,1
Win10,TH2,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,high,1,4656.102891390492,1
