ram_gb,count(DISTINCT guid),avg_percentage_used
1.05974363856856,1,76.0
1.0598027430809673,1,57.0
1.0604596532178787,1,60.0
1.0607542300093749,1,72.0
1.0608444343781949,1,62.0
1.0611498034149673,1,57.0
1.061177101469489,1,58.0
1.061218632864013,1,59.0
1.0613603872830035,1,80.0
1.06142298873838,1,71.0
1.061573588237241,1,60.0
1.062184493192179,1,63.0
1.0623791537968934,1,96.0
1.0625397901374005,1,61.0
1.0625782433468853,1,62.0
1.062760757534984,1,84.0
1.0627780909709204,1,92.0
1.0629724661769768,1,63.0
1.0634068539006076,1,59.0
1.0635374819403718,1,55.0
1.0638082029127753,1,74.0
1.0639174151483028,1,59.0
1.063917911100693,1,52.0
1.0640359276342828,1,68.0
1.0644459838589369,1,85.0
1.0648075472207394,1,69.0
1.0648855395283987,1,93.0
1.0651972374022123,1,73.0
1.06554311578335,1,75.0
1.0656610640949107,1,74.0
1.0658967287959533,1,78.0
1.0661583791484626,1,81.0
1.0663628580668747,1,77.0
1.067000861142382,1,78.0
1.06712921369796,1,57.0
1.0672053570153524,1,70.0
1.0672389258642032,1,78.0
1.0672707777059713,1,72.0
1.0673105077235947,1,65.0
1.0673585500225053,1,68.0
1.0675635411614237,1,66.0
1.06825180815374,1,69.0
1.0683703825445847,1,94.0
1.0688077488959529,1,75.0
1.0689136669741648,1,60.0
1.069623535421897,1,59.0
1.0696452712920448,1,67.0
1.0697135255197552,1,69.0
1.0699348786428273,1,59.0
1.0699548757435522,1,64.0
1.070007328012332,1,61.0
1.0701489804797562,1,79.0
1.0702393250888669,1,81.0
1.0702740504722703,1,70.0
1.0703579532339869,1,70.0
1.070584135461293,1,76.0
1.070736554169926,1,76.0
1.0708570157193598,1,71.0
1.071193155899123,1,59.0
1.0714542300799739,1,63.0
1.0716183320558315,1,78.0
1.0717982240874284,1,88.0
1.072434844744285,1,66.0
1.0724722907916906,1,15.0
1.072623446176864,1,52.0
1.0726406140169304,1,77.0
1.072939672050338,1,70.0
1.0734211153087587,1,71.0
1.0743256555394463,1,73.0
1.0744821749934597,1,79.0
1.0747136604072844,1,81.0
1.0748376124985934,1,83.0
1.0748380847790215,1,90.0
1.074838294687599,1,96.0
1.0749197724693214,1,63.0
1.0757198011815148,1,74.0
1.0759399376416834,1,80.0
1.0763598549551385,1,57.0
1.0766612065104666,1,57.0
1.0768994818597517,1,79.0
1.0771971993640164,1,92.0
1.0772212814354076,1,96.0
1.077686724639761,1,96.0
1.077860328129143,1,63.0
1.0779353190196723,1,69.0
1.0785780306362351,1,69.0
1.0786952776309648,1,79.0
1.0788174880732866,1,53.0
1.0789258687678578,1,78.0
1.0796339241098272,1,58.0
1.0798192561980544,1,77.0
1.0800049152776738,1,83.0
1.0804649534515125,1,67.0
1.0808123979872146,1,64.0
1.080829377029874,1,79.0
1.0808489800842738,1,50.0
1.0809430483185505,1,78.0
1.08096003078979,1,85.0
1.0811415433627343,1,66.0
1.081173382850531,1,59.0
1.0812072672353534,1,79.0
1.0820974870764126,1,77.0
1.0821607366844355,1,85.0
1.0822401375332595,1,93.0
1.0826407863840077,1,57.0
1.0829377168825807,1,88.0
1.0829416234381601,1,65.0
1.0831484915405807,1,73.0
1.083297988703165,1,63.0
1.0839582673713652,1,59.0
1.0843257090177878,1,53.0
1.0844735365097944,1,73.0
1.084766911072985,1,60.0
1.08477926015652,1,54.0
1.0848609375377696,1,76.0
1.0848996424561945,1,64.0
1.0849560778414813,1,72.0
1.0851851633027914,1,66.0
1.0856861353542457,1,60.0
1.0857454511800495,1,55.0
1.0859678634564065,1,64.0
1.0860439815954783,1,79.0
1.086130632839449,1,78.0
1.0862252902892253,1,58.0
1.0862507793910563,1,93.0
1.0863682129775651,1,64.0
1.0866846559181083,1,74.0
1.0869036363533517,1,86.0
1.0869298449019973,1,69.0
1.087141064564236,1,83.0
1.08722110884116,1,63.0
1.0872437879789425,1,77.0
1.0873161138963838,1,87.0
1.0873701759020644,1,61.0
1.0876706488143264,1,56.0
1.08807922300316,1,70.0
1.0883970763833464,1,78.0
1.0884899867904674,1,74.0
1.08851083236992,1,55.0
1.0886755045255212,1,45.0
1.0887949945914754,1,82.0
1.08897969879424,1,73.0
1.089075436905187,1,93.0
1.0892966391393841,1,95.0
1.0894448661730782,1,75.0
1.0896787599341935,1,59.0
1.0897828167517347,1,71.0
1.0901150204885934,1,63.0
1.0901514120093585,1,76.0
1.0908652542857529,1,66.0
1.0909399009140417,1,77.0
1.0910522021743905,1,61.0
1.0912358889966591,1,92.0
1.0912453732961,1,79.0
1.0913167028667088,1,78.0
1.0918100205382961,1,43.0
1.0919528669284169,1,67.0
1.0922078924299319,1,73.0
1.0925092748567085,1,81.0
1.093629747767026,1,71.0
1.0936609857257191,1,55.0
1.093835072465268,1,95.0
1.0942448041533361,1,68.0
1.094562498090034,1,67.0
1.0949936800868105,1,69.0
1.095202579631392,1,76.0
1.0952852526400707,1,51.0
1.095455412893235,1,74.0
1.0961621542852438,1,56.0
1.0964643766241426,1,43.0
1.0969063229725005,1,84.0
1.096987233971765,1,78.0
1.0970040211683711,1,93.0
1.097258979815328,1,59.0
1.0973833860817486,1,62.0
1.097541192982116,1,94.0
1.0976036432564151,1,92.0
1.0983295282935184,1,58.0
1.0983370846513056,1,81.0
1.0984019900512538,1,64.0
1.0985147245453961,1,82.0
1.0985690636860705,1,70.0
1.0999957525190762,1,76.0
1.1001910303390317,1,77.0
1.100191315900806,1,55.0
1.1008538385369075,1,86.0
1.1008709296653705,1,73.0
1.100987093694802,1,57.0
1.101018342683338,1,57.0
1.101179469028837,1,51.0
1.1013223309645377,1,68.0
1.1014127446761566,1,60.0
1.1014317920966925,1,62.0
1.1014575339272357,1,69.0
1.1016233343863884,1,70.0
1.1022777866754856,1,83.0
1.102515557647754,1,69.0
1.1029874798830708,1,96.0
1.103017331856769,1,71.0
1.103177010358917,1,71.0
1.1034261562790175,1,52.0
1.1034746461791403,1,73.0
1.103569404173228,1,68.0
1.1035763813213684,1,79.0
1.1035834468721801,1,65.0
1.1036648728129541,1,56.0
1.1037103535729678,1,76.0
1.1038331437635374,1,73.0
1.1039579326621667,1,63.0
1.104289529326695,1,57.0
1.104715847265243,1,82.0
1.1047430662805848,1,75.0
1.1048235236650825,1,45.0
1.104875032453618,1,74.0
1.1050095796151203,1,83.0
1.1051410741201235,1,50.0
1.1052142151814317,1,69.0
1.105318979448934,1,55.0
1.1053973753338928,1,58.0
1.1054890178197578,1,87.0
1.105597412779685,1,69.0
1.1058410402108887,1,70.0
1.1059643790479847,1,63.0
1.106044457668613,1,58.0
1.1060573470519546,1,63.0
1.1071022870509792,1,69.0
1.107382964306829,1,76.0
1.1073881306072444,1,67.0
1.1075392098544317,1,89.0
1.1077558378047268,1,66.0
1.1078124449750129,1,67.0
1.1079057988937002,1,70.0
1.1079893063794364,1,74.0
1.108083391098352,1,65.0
1.1082699119209418,1,59.0
1.108502701935265,1,65.0
1.1085915319825355,1,88.0
1.1086356212872817,1,77.0
1.1089788331584103,1,69.0
1.1091820892713657,1,74.0
1.109224495641757,1,76.0
1.1094899381348835,1,64.0
1.1095991481120508,1,72.0
1.1097953836078078,1,83.0
1.1099221749373023,1,71.0
1.1103651364433578,1,74.0
1.1105368597988357,1,54.0
1.1110157874446172,1,77.0
1.1114042188911881,1,62.0
1.1118274040936256,1,67.0
1.1120067118916106,1,66.0
1.112121104940736,1,91.0
1.1129590565720622,1,55.0
1.1131228392069348,1,65.0
1.1140565948659584,1,73.0
1.1144148183380114,1,74.0
1.1146713483078323,1,62.0
1.1153632533332398,1,67.0
1.1156782500045854,1,75.0
1.1159187343463808,1,89.0
1.116090564849288,1,72.0
1.1162112925921173,1,76.0
1.116277067110196,1,77.0
1.1165968767962777,1,73.0
1.1169659981783442,1,62.0
1.1170775631372885,1,76.0
1.1172571009926315,1,60.0
1.1174931860344803,1,76.0
1.118249284724392,1,73.0
1.1183635709563753,1,71.0
1.118581993113711,1,92.0
1.11870443300367,1,70.0
1.1188405462790338,1,54.0
1.118871212620447,1,91.0
1.1189450778090468,1,76.0
1.119039751547343,1,87.0
1.1190845118150836,1,55.0
1.119526061391834,1,68.0
1.119600891810513,1,50.0
1.119704453633554,1,47.0
1.1198982850176176,1,82.0
1.120069267629404,1,90.0
1.1201232160057393,1,67.0
1.1202501643198481,1,56.0
1.1203729745579498,1,69.0
1.1204595837820757,1,74.0
1.1204857763450569,1,49.0
1.1204909431422951,1,72.0
1.1210572015655105,1,57.0
1.1212943539423945,1,75.0
1.1213151937321857,1,61.0
1.1218327227400255,1,63.0
1.1219007202482065,1,62.0
1.1219289228450808,1,79.0
1.1221554665172904,1,51.0
1.122330774509531,1,68.0
1.1223775838784469,1,74.0
1.1224865438121787,1,75.0
1.122521211150372,1,78.0
1.122584554473825,1,77.0
1.1227633742679652,1,75.0
1.1231828381526294,1,62.0
1.1232552066558328,1,38.0
1.123744793839075,1,69.0
1.1238193604148883,1,56.0
1.1238754554450523,1,67.0
1.1242035685642762,1,59.0
1.124530049526569,1,67.0
1.1249656533719765,1,72.0
1.1252942258239385,1,73.0
1.1255073446767556,1,77.0
1.125671829649066,1,69.0
1.125930577064087,1,58.0
1.1264446679222435,1,65.0
1.127034936786929,1,84.0
1.1270764166806426,1,71.0
1.1270776821948627,1,64.0
1.1273665024671247,1,73.0
1.1275302613040692,1,62.0
1.1280035092341056,1,73.0
1.128649108594444,1,69.0
1.128728264534038,1,75.0
1.1288708477608072,1,69.0
1.1289064780002378,1,72.0
1.1290985869044925,1,78.0
1.1296021395198181,1,64.0
1.1296896209742044,1,73.0
1.1297531101672977,1,73.0
1.1300855841603061,1,60.0
1.1303586541501698,1,60.0
1.1309085205625435,1,77.0
1.130926840744312,1,78.0
1.1311128997155147,1,73.0
1.1311489806782267,1,87.0
1.1322166331553565,1,65.0
1.1323835691300128,1,71.0
1.1326826026038577,1,67.0
1.132701316337619,1,90.0
1.133165684232188,1,53.0
1.1333492229930386,1,53.0
1.1337835940764625,1,76.0
1.1339861142454264,1,69.0
1.1343871853835794,1,69.0
1.1344068757811143,1,76.0
1.1348671445758864,1,71.0
1.1357037143056161,1,75.0
1.1357184648344463,1,72.0
1.1359927614775436,1,58.0
1.1361030753346255,1,67.0
1.1362096983009966,1,69.0
1.1367023445075797,1,70.0
1.1368821787697407,1,73.0
1.1376207807587257,1,60.0
1.1378571375872695,1,64.0
1.1380083115956094,1,68.0
1.1381691758106358,1,72.0
1.1383026338224362,1,68.0
1.1385116758911358,1,58.0
1.1387493463101452,1,69.0
1.1390997345333669,1,66.0
1.1392093831230652,1,76.0
1.1394744523001037,1,72.0
1.139575664350661,1,62.0
1.1395865892064443,1,63.0
1.139640579205957,1,78.0
1.1396698160606338,1,73.0
1.139675753421276,1,71.0
1.1398915188584422,1,77.0
1.1401505507345644,1,72.0
1.140189711201549,1,56.0
1.1403863351422556,1,64.0
1.1405960406713072,1,98.0
1.1407696935081817,1,70.0
1.1417014918309725,1,78.0
1.1417547183631545,1,62.0
1.1417960165474699,1,50.0
1.1418463413483124,1,81.0
1.141869454111446,1,69.0
1.1425585989707678,1,59.0
1.1426572694439847,1,74.0
1.1428492951879736,1,65.0
1.1428522900807763,1,85.0
1.142890340180881,1,73.0
1.1437289457481756,1,65.0
1.1444075129286186,1,52.0
1.1445550857125477,1,77.0
1.144718723209674,1,73.0
1.1447578177379136,1,59.0
1.144869205973154,1,52.0
1.1458325397270053,1,46.0
1.1462243671066115,1,69.0
1.1463141269202914,1,72.0
1.146325044624981,1,92.0
1.1468544302474073,1,64.0
1.1468959843911293,1,85.0
1.146975381310483,1,72.0
1.147141830667996,1,73.0
1.1471489005357283,1,87.0
1.1472173469898608,1,58.0
1.1474878404364857,1,75.0
1.1476735584592088,1,69.0
1.1476834131601517,1,91.0
1.1477929178043944,1,86.0
1.1479041014032474,1,55.0
1.1480940124809593,1,69.0
1.1487085712265324,1,73.0
1.1487719914943308,1,69.0
1.1489240194887462,1,98.0
1.1489754587628311,1,73.0
1.14914545236844,1,65.0
1.1497717968426386,1,65.0
1.1499328856215683,1,75.0
1.1502396810697508,1,69.0
1.1505710343557554,1,62.0
1.1508147840402927,1,71.0
1.1510658115445773,1,76.0
1.1511653336491343,1,68.0
1.151839213896091,1,54.0
1.1519550807078542,1,57.0
1.1522503973741007,1,48.0
1.1523271448393566,1,56.0
1.1523639799996657,1,84.0
1.1524967649127957,1,60.0
1.1531009567579202,1,65.0
1.1532124096198304,1,63.0
1.1537724163743242,1,80.0
1.1539482576947324,1,78.0
1.1539706732034858,1,75.0
1.1542486938370273,1,74.0
1.154406424388339,1,64.0
1.1549518300801886,1,61.0
1.1552459758287876,1,60.0
1.1556243177328698,1,63.0
1.1563371411082557,1,65.0
1.156557444881634,1,62.0
1.156641983448938,1,47.0
1.1566938730779044,1,73.0
1.1568150294988304,1,63.0
1.1568182897357842,1,64.0
1.157106893200557,1,65.0
1.1571878439096377,1,95.0
1.1573331193908125,1,61.0
1.158143460580453,1,84.0
1.1583318104926852,1,89.0
1.158756154796021,1,69.0
1.1588106198288768,1,84.0
1.158916495608382,1,65.0
1.1592287042532505,1,72.0
1.1600222313660682,1,78.0
1.160250420752448,1,62.0
1.1604548269077744,1,60.0
1.1606059620504592,1,75.0
1.1606710183858664,1,60.0
1.1608041746321036,1,65.0
1.1609350952775956,1,76.0
1.1612566546754568,1,90.0
1.1624041336142423,1,53.0
1.1624240499991325,1,66.0
1.1625789487528602,1,64.0
1.1630329089580467,1,77.0
1.1630973831986209,1,96.0
1.1633476778487872,1,52.0
1.1634799868732353,1,65.0
1.1636367983252525,1,82.0
1.1636936761460999,1,74.0
1.1637351167788588,1,76.0
1.1638301107580349,1,78.0
1.1643030668422867,1,59.0
1.1646179429094508,1,60.0
1.1646407713141247,1,90.0
1.1651589941109668,1,72.0
1.16534039954055,1,65.0
1.1656227935020085,1,95.0
1.1660883283097276,1,69.0
1.1666333958123754,1,67.0
1.1668078245322444,1,74.0
1.1670988507619369,1,59.0
1.1673608802638205,1,78.0
1.1673988458561337,1,70.0
1.167793368386942,1,95.0
1.1677986093772812,1,73.0
1.1680601479925181,1,52.0
1.16822795762427,1,77.0
1.1684889624601587,1,71.0
1.1685983159450504,1,72.0
1.1685987793343735,1,74.0
1.1687375132674123,1,74.0
1.169015194908746,1,78.0
1.1690719006858858,1,64.0
1.1690979297699067,1,77.0
1.169355410093337,1,60.0
1.1697230171729582,1,76.0
1.1698565431530084,1,60.0
1.1700173941240606,1,49.0
1.170738806865129,1,73.0
1.1707391211230476,1,61.0
1.1711293082706273,1,58.0
1.1713214655847908,1,65.0
1.1720797146990072,1,72.0
1.1723548676735749,1,51.0
1.1724862245864691,1,73.0
1.1729594875535188,1,93.0
1.1734700964705191,1,89.0
1.1737696756599159,1,50.0
1.1739883055385585,1,68.0
1.1739941628865007,1,50.0
1.1744621291658015,1,69.0
1.1749254312848614,1,72.0
1.1752284582752348,1,73.0
1.1754130954137558,1,60.0
1.175622170396243,1,60.0
1.1757867960586064,1,69.0
1.1759854976222237,1,65.0
1.17610472956164,1,63.0
1.1762271674206537,1,56.0
1.1762795753854296,1,38.0
1.176424555889093,1,71.0
1.1765147959907045,1,96.0
1.1766188288861033,1,83.0
1.1767387217312777,1,67.0
1.1767957837217282,1,72.0
1.1776829576539618,1,67.0
1.1776918248046955,1,77.0
1.178136966213149,1,65.0
1.1782397753006022,1,66.0
1.1790714970486784,1,58.0
1.1792588910992956,1,67.0
1.179389302585612,1,77.0
1.1794116518131486,1,98.0
1.179566454064566,1,87.0
1.1796039517636827,1,66.0
1.179914496337589,1,58.0
1.180096328892906,1,66.0
1.1809475597760661,1,91.0
1.1810845913173529,1,94.0
1.1813888306620834,1,78.0
1.181742843963911,1,98.0
1.1818595344549372,1,94.0
1.1820089692590985,1,76.0
1.1823142516181204,1,76.0
1.1828575524250762,1,71.0
1.1828955225800204,1,87.0
1.182947552016726,1,63.0
1.1835364411010352,1,62.0
1.184238706250098,1,61.0
1.1842744620620964,1,86.0
1.1844939847402625,1,48.0
1.184570327991235,1,70.0
1.1846302421373327,1,34.0
1.1848194788870143,1,55.0
1.185141434282328,1,69.0
1.1854630040051053,1,78.0
1.1854902255094228,1,73.0
1.1856369771083688,1,59.0
1.185728373319595,1,72.0
1.186106015273256,1,68.0
1.1864197490087056,1,69.0
1.186654073245153,1,74.0
1.1870301391720934,1,85.0
1.1874918978954354,1,75.0
1.1879149951784196,1,71.0
1.1879936904844772,1,64.0
1.1879968044957496,1,65.0
1.1883404947305092,1,78.0
1.1889126766577713,1,73.0
1.1895335534512699,1,68.0
1.1897159135908029,1,59.0
1.1904220055844155,1,80.0
1.190459242896046,1,75.0
1.1905939132838048,1,85.0
1.1906051435524785,1,50.0
1.1909025577340433,1,76.0
1.1916564095301685,1,72.0
1.1917495020592814,1,64.0
1.1918283088149177,1,68.0
1.1918343747242868,1,42.0
1.19185229599507,1,62.0
1.1926266993586208,1,57.0
1.192635983517658,1,76.0
1.1927687740624253,1,67.0
1.1927843622133354,1,58.0
1.1928389511804527,1,73.0
1.1933819568313075,1,77.0
1.193629975068319,1,57.0
1.1937591163035273,1,74.0
1.194285031897048,1,78.0
1.1945700913982114,1,95.0
1.1945842389031176,1,77.0
1.194800711050835,1,72.0
1.1953097708190323,1,73.0
1.1956049202627286,1,80.0
1.1958414182668247,1,59.0
1.1958904732231215,1,68.0
1.1959250311350578,1,86.0
1.196581327826477,1,93.0
1.1966028213524682,1,72.0
1.1968418668890703,1,74.0
1.1968703391699997,1,59.0
1.1969235908762585,1,69.0
1.1970599112485698,1,46.0
1.1973273249861753,1,70.0
1.1974990998005672,1,70.0
1.1978705273589172,1,57.0
1.1982840395817225,1,58.0
1.1984042568207025,1,97.0
1.1984373242049124,1,69.0
1.1986632791099088,1,87.0
1.1989451077491449,1,72.0
1.1994273805635767,1,66.0
1.1999448389102905,1,83.0
1.200342084551179,1,75.0
1.200685396038142,1,52.0
1.2010751090218896,1,61.0
1.2014121799113178,1,72.0
1.201761809347181,1,78.0
1.2018469420403184,1,77.0
1.2019116949890813,1,53.0
1.2023567673191886,1,77.0
1.202507372052261,1,45.0
1.2025502848074154,1,56.0
1.2027216334973099,1,63.0
1.2028325740297505,1,76.0
1.2028725031109677,1,52.0
1.2029270757141224,1,58.0
1.2031565803322544,1,65.0
1.2036359631621436,1,69.0
1.2048300390558688,1,70.0
1.2058369128416353,1,74.0
1.2059919377588706,1,95.0
1.206189413353144,1,62.0
1.2065498059197766,1,50.0
1.2071995949332437,1,63.0
1.2075360950856808,1,70.0
1.2078476917785772,1,78.0
1.208177651390737,1,71.0
1.2083964537861425,1,55.0
1.2089671603419407,1,72.0
1.2090799468136588,1,85.0
1.2092144117374413,1,72.0
1.2092404762893274,1,52.0
1.2094786469619832,1,65.0
1.2102353670079196,1,85.0
1.210793852664151,1,83.0
1.2112349558309619,1,72.0
1.2113311726322253,1,83.0
1.2118093821989495,1,92.0
1.2123963814180798,1,75.0
1.2125253316617934,1,70.0
1.2128124572019443,1,61.0
1.2128177017635826,1,58.0
1.2130536690941605,1,76.0
1.2135503482939378,1,75.0
1.2140042063011265,1,67.0
1.2141830453265214,1,67.0
1.2143072299886115,1,60.0
1.2145281676823112,1,79.0
1.2145660260507558,1,79.0
1.2148455248239962,1,76.0
1.2151588650967307,1,70.0
1.215160182246529,1,78.0
1.2157243240437139,1,64.0
1.216220873878152,1,78.0
1.216644017355434,1,87.0
1.216748486234217,1,82.0
1.216883287853308,1,93.0
1.216901999131307,1,76.0
1.2169317114374252,1,61.0
1.217145051799082,1,66.0
1.217271439821019,1,95.0
1.217283541506011,1,70.0
1.2173317828115686,1,73.0
1.2174388851135567,1,44.0
1.2175927821215784,1,77.0
1.217825475749577,1,38.0
1.2183266939962958,1,79.0
1.218394338468469,1,77.0
1.2184916959122012,1,73.0
1.2187831506070876,1,45.0
1.2190082006100622,1,88.0
1.2191386380273372,1,72.0
1.2193205378466234,1,72.0
1.2193675984613255,1,76.0
1.2195449300366228,1,71.0
1.2198670522814234,1,87.0
1.2200696582730268,1,73.0
1.2201385606931794,1,47.0
