connection_type,resolution,number_of_systems,average_duration_on_ac_in_seconds,average_duration_on_dc_in_seconds
HD15,1024x1280,185,40280.47,514.33
HD15,900x1600,156,24210.5,1074.29
HD15,1050x1680,112,17118.14,126.12
HD15,600x800,106,6592.5,538.6
HD15,900x1440,101,30187.21,23.26
HD15,768x1360,98,28417.24,0.01
HD15,720x1280,93,21912.44,4.66
HD15,800x1280,53,16844.95,6.71
HDMI,1080x1920,50195,10348.95,219.61
HDMI,768x1024,14022,1245.04,15.37
HDMI,2160x3840,10300,15306.91,252.04
HDMI,768x1366,7214,6080.25,339.04
HDMI,720x1280,6286,6411.69,119.81
HDMI,1440x2560,5804,13762.43,177.98
HDMI,1050x1680,4513,9932.42,198.77
HDMI,900x1600,4466,12385.89,152.53
HDMI,1024x1280,3522,12760.89,131.3
HDMI,768x1360,3209,8553.13,274.11
HDMI,600x800,3076,1846.57,58.47
HDMI,1200x1920,2807,22031.83,492.35
HDMI,800x1280,2131,10321.25,625.04
HDMI,900x1440,2060,12480.44,292.24
HDMI,480x640,2048,1109.79,20.38
HDMI,960x1280,1705,2246.94,26.71
HDMI,1920x1080,1638,16812.16,105.02
HDMI,1080x2560,1326,20828.16,450.93
HDMI,768x1280,1244,10364.48,179.97
HDMI,1600x2560,996,10154.37,593.44
HDMI,1440x3440,958,22362.44,381.26
HDMI,1050x1400,950,5777.55,144.11
HDMI,864x1152,853,1178.36,30.26
HDMI,1024x1600,838,8674.31,3.49
HDMI,1200x1600,830,4324.27,58.32
HDMI,2160x4096,823,11802.06,40.61
HDMI,600x1280,614,5052.16,100.29
HDMI,1440x1920,586,5313.11,31.17
HDMI,664x1176,494,6184.97,14.28
HDMI,1080x1440,455,1346.47,0.91
HDMI,1536x2048,331,1636.42,97.18
HDMI,992x1768,331,9829.22,249.56
HDMI,480x720,324,1659.02,223.96
HDMI,1152x2048,324,25485.03,263.99
HDMI,1527x2715,206,1307.54,0.0
HDMI,1824x2736,202,15253.87,8646.44
HDMI,2560x1440,190,22047.71,308.71
HDMI,576x720,187,1698.12,90.38
HDMI,1080x3840,178,21175.81,94.36
HDMI,504x1000,154,10394.97,5347.99
HDMI,2048x2560,146,1181.87,3.71
HDMI,3840x2160,121,28544.59,6.07
HDMI,1920x2560,120,10409.92,0.9
HDMI,1280x1920,89,9185.81,10240.97
HDMI,1366x768,89,6670.4,453.36
HDMI,990x1760,88,3940.49,0.0
HDMI,918x1632,85,3049.22,0.75
HDMI,1280x1024,82,31626.55,216.52
HDMI,1440x5120,80,15631.5,99.93
HDMI,200x320,80,9224.49,16.14
HDMI,831x1477,79,730.41,0.0
HDMI,1920x1200,79,32975.07,277.15
HDMI,1080x1728,73,1079.82,0.04
HDMI,1080x1080,72,1957.91,6.96
HDMI,1080x2160,70,12870.97,351.07
HDMI,1680x1050,69,17202.23,93.08
HDMI,400x640,68,370.53,20.69
HDMI,1080x2048,68,13660.07,89.56
HDMI,1600x3840,65,15376.46,243.53
HDMI,1024x768,65,10388.91,194.73
HDMI,400x720,63,35.69,0.0
HDMI,-1x-1,62,13860.15,909.62
HDMI,1800x3200,61,2102.93,203.17
HDMI,600x1024,60,21503.86,0.94
HDMI,1504x2256,60,9547.75,10960.15
HDMI,2000x3000,56,13278.11,15677.93
HDMI,2400x3840,55,7631.99,4274.92
INDIRECT_VIRTUAL,1080x1920,97,9561.2,140.09
INDIRECT_WIRED,1080x1920,2939,26649.96,6628.07
INDIRECT_WIRED,768x1024,459,8925.4,828.05
INDIRECT_WIRED,1440x2560,357,24440.12,4999.46
INDIRECT_WIRED,1200x1920,346,23727.33,8581.94
INDIRECT_WIRED,800x1280,304,24328.93,255.69
INDIRECT_WIRED,2160x3840,226,33176.81,3384.99
INDIRECT_WIRED,1050x1680,198,19507.56,11869.12
INDIRECT_WIRED,768x1366,197,31435.81,3412.61
INDIRECT_WIRED,1024x1280,186,25719.29,1888.67
INDIRECT_WIRED,1920x1080,152,23921.52,5770.64
INDIRECT_WIRED,1440x3440,96,21703.98,6591.05
INDIRECT_WIRED,900x1600,92,27805.1,10946.6
INDIRECT_WIRED,720x1280,91,2927.72,122.87
INDIRECT_WIRED,1152x2048,89,19348.97,6157.08
INDIRECT_WIRED,900x1440,86,24525.23,6633.73
INDIRECT_WIRED,600x800,79,8232.67,1108.66
INDIRECT_WIRED,480x640,73,6025.94,1057.25
INDIRECT_WIRED,1536x2048,61,12722.36,2497.63
INDIRECT_WIRED,1080x2560,60,25380.67,8974.54
INDIRECT_WIRED,1600x2560,59,5164.3,1130.49
INDIRECT_WIRED,1024x1366,55,10839.58,3894.68
INTERNAL,1080x1920,52741,14527.38,6770.51
INTERNAL,768x1366,11448,13781.89,8449.55
INTERNAL,720x1280,8185,2526.34,1272.56
INTERNAL,768x1024,6047,1413.8,335.38
INTERNAL,900x1600,5478,10020.94,3145.65
INTERNAL,600x800,4611,1935.74,166.25
INTERNAL,1050x1680,4584,2768.52,956.37
INTERNAL,1024x1280,3733,1152.44,133.24
INTERNAL,480x640,3241,519.13,219.12
INTERNAL,1920x1080,3101,1961.77,1979.62
INTERNAL,2160x3840,2841,14137.86,6404.0
INTERNAL,768x1360,2769,4942.31,2680.79
INTERNAL,960x1280,2137,850.52,34.48
INTERNAL,1050x1400,2134,850.54,127.69
INTERNAL,900x1440,2113,3299.76,400.72
INTERNAL,768x1280,2073,3856.68,1105.21
INTERNAL,600x1280,1845,1184.85,191.57
INTERNAL,800x1280,1696,3112.07,2209.32
INTERNAL,1200x1920,1518,15391.81,10948.82
INTERNAL,864x1152,1422,1001.82,98.72
INTERNAL,1440x2560,1389,14816.16,3765.37
INTERNAL,1600x2560,1332,14363.15,8324.64
INTERNAL,1824x2736,872,16329.68,17535.31
INTERNAL,2736x1824,667,2886.1,7876.92
INTERNAL,3840x2160,461,1251.2,1758.75
INTERNAL,1504x2256,440,19803.71,23461.65
INTERNAL,200x320,423,24.05,7.47
INTERNAL,400x640,400,368.89,31.43
INTERNAL,2000x3000,390,16842.52,15667.17
INTERNAL,1440x1920,382,2266.09,3000.2
INTERNAL,1152x2048,380,11077.34,5010.27
INTERNAL,1366x768,361,620.89,4636.48
INTERNAL,2400x3840,287,18351.27,9703.61
INTERNAL,1200x1600,264,4108.3,802.54
INTERNAL,1280x1920,227,19490.01,18530.13
INTERNAL,1440x2160,212,6933.02,8501.29
INTERNAL,1440x3440,209,10905.78,211.69
INTERNAL,1536x2048,185,1543.81,20.92
INTERNAL,1920x1200,147,2140.13,3507.24
INTERNAL,1920x2560,138,459.56,80.43
INTERNAL,2048x2560,134,562.3,7.57
INTERNAL,1920x2880,121,13381.03,19321.97
INTERNAL,2160x3240,120,25267.31,14385.44
INTERNAL,1392x1856,118,724.69,119.58
INTERNAL,1800x2880,117,5673.54,4650.48
INTERNAL,3000x2000,115,1192.73,2400.64
INTERNAL,-1x-1,112,6942.35,2962.74
INTERNAL,1920x1280,111,1753.71,3920.71
INTERNAL,2560x1600,111,9156.7,3217.03
INTERNAL,1344x1792,110,1186.33,95.2
INTERNAL,240x320,110,168.22,30.72
INTERNAL,1080x2560,106,2088.45,210.89
INTERNAL,2880x1920,93,1631.52,7179.33
INTERNAL,384x512,79,417.47,27.04
INTERNAL,1080x1440,69,732.69,40.16
INTERNAL,1280x720,66,921.86,673.56
INTERNAL,1664x2496,66,27396.43,19949.95
INTERNAL,1920x3072,66,16869.59,6492.14
INTERNAL,1080x1620,61,15642.15,16739.19
INTERNAL,1024x1536,60,19500.12,28393.3
INTERNAL,3240x2160,56,1244.99,2348.61
INTERNAL,1800x3200,55,28169.14,9357.4
INTERNAL,2560x1440,54,2690.75,4172.98
INTERNAL,640x480,54,19.45,12.57
INTERNAL,1024x768,52,1483.96,8139.34
INTERNAL,2000x3200,51,12475.83,10813.79
LVDS,800x1280,274,38835.93,0.01
LVDS,1080x1920,87,12568.8,1390.31
LVDS,768x1366,77,30206.63,4366.08
MIRACAST,1080x1920,681,12924.33,4969.22
MIRACAST,768x1366,98,11079.98,6249.3
MIRACAST,768x1024,95,16934.93,6921.99
MIRACAST,720x1280,69,10884.83,4479.87
OTHER,1080x1920,36105,28735.9,2665.68
OTHER,480x640,4226,27443.02,8938.24
OTHER,768x1366,4226,65582.33,4718.25
OTHER,2160x3840,3800,24820.21,1338.88
OTHER,1440x2560,3720,29313.97,524.09
OTHER,768x1024,1444,51844.73,37.43
OTHER,1200x1920,1052,40333.3,2038.39
OTHER,1440x3440,769,34847.0,591.25
OTHER,900x1600,740,45356.56,524.86
OTHER,1600x2560,549,32077.91,3603.89
OTHER,1024x1280,508,46463.44,80.09
OTHER,1824x2736,486,25988.5,9712.94
OTHER,900x1440,458,45700.45,302.29
OTHER,1050x1680,458,25394.21,191.59
OTHER,1080x2560,429,30553.57,408.53
OTHER,768x1360,308,17427.42,1155.12
OTHER,1504x2256,262,30220.62,6855.44
OTHER,600x800,247,45045.21,53.66
OTHER,720x1280,193,29458.86,668.17
OTHER,2000x3000,177,10348.68,16307.94
OTHER,2400x3840,154,37731.33,4991.83
OTHER,1440x5120,136,25440.1,1814.6
OTHER,1920x2880,112,38534.79,4864.88
OTHER,1080x3840,99,29305.12,1499.76
OTHER,1800x2880,95,32133.33,5119.7
OTHER,1280x1920,91,22255.83,24099.88
OTHER,1440x2160,86,30169.19,5828.87
OTHER,2560x1600,81,3278.77,1571.04
OTHER,800x1280,75,43869.34,679.35
OTHER,1200x1600,68,19484.26,374.95
OTHER,1600x3840,67,18482.45,312.49
OTHER,1920x1200,65,27681.02,9760.24
OTHER,2160x4096,64,17665.14,0.0
OTHER,2160x3240,56,26817.56,1350.67
OTHER,1664x2496,52,19066.74,6754.14
OTHER,1920x1080,51,34212.83,1494.1
