os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win10,21H1,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Activator,low,199,119.0906705997216,216
Win10,19H2,Standard SATA AHCI Controller (\_SB.PC00.SAT0),PDC Phase,low,52,343.35918173479007,53
Win10,19H2,Intel(R) PCI Express Root Port #5 - A0BC (\_SB.PC00.RP05),Activator,high,20,447.4825424943956,20
Win10,21H1,Shell Phase,PEP Pre-Veto,low,22,2.0464658566756873e-05,22
Win10,21H1,Notifications forwarding and actions,Activator,high,6,29.182516085398532,6
Win10,21H1,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),PDC Phase,high,93,418.56759681831954,99
Win10,21H1,Intel(R) PCI Express Root Port #9 - 02B0 (\_SB.PCI0.RP09),PDC Phase,low,111,1374.8969556528964,122
Win10,21H1,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),PDC Phase,high,14,108.20207734758071,14
Win10,21H1,GP,Fx Device,low,37,147.04434777410225,37
Win10,21H1,TCPIP,Activator,low,307,199.46865993018665,372
Win10,21H1,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),PDC Phase,high,90,725.604597209917,94
Win10,21H1,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,high,7,54.34921318915723,7
Win11,21H2,WNS,Activator,low,504,183.75411292822375,686
Win10,21H1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Activator,moderate,1,263.4935161199503,1
Win10,21H1,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,high,77,117.46702956045274,79
Win10,22H2,Intel(R) UHD Graphics 630 (\_SB.PCI0.GFX0),PDC Phase,low,133,200.19075272229128,143
Win10,21H1,Intel(R) Serial IO UART Host Controller - A0A8 (\_SB.PC00.UA00),Activator,low,15,96.79641354423762,16
Win10,21H1,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,moderate,2,2346.3192364521524,2
Win10,21H1,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Activator,low,17,882.2880087793396,17
Win10,20H1,Device not registered,Fx Device,low,42,6172.131583252275,43
Win10,20H1,Update Orchestrator Client,Activator,high,64,870.7166840611156,65
Win10,RS4,Intel(R) UHD Graphics (\_SB.PC00.GFX0),PDC Phase,low,50,67.17946139453878,52
Win11,22H2,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),PDC Phase,low,59,1563.7945459243242,64
Win10,20H1,Surface Serial Hub Driver (\_SB.SSH),PDC Phase,high,36,37.15811560251949,36
Win10,20H1,Intel(R) PCI Express Root Port #4 - A0BB (\_SB.PC00.RP04),PDC Phase,moderate,4,206.80823777800967,4
Win10,20H1,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),PDC Phase,low,60,799.6882410929575,65
Win10,20H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),PDC Phase,high,136,177.17325265005317,143
Win10,20H2,BITS Service,Fx Device,low,94,264.14426003924774,96
Win11,21H2,WNS,Fx Device,high,201,195.40128324521277,226
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),PDC Phase,low,198,2131.3615307550835,215
Win11,21H2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Processor,low,36,182.61174096737813,36
Win10,RS4,Intel(R) PEG10 - 9A01 (\_SB.PC00.PEG1),Fx Device,low,18,357.25465731423384,19
Win10,RS4,GP,Fx Device,low,4,118.45164221091152,5
Win10,RS4,Thunderbolt(TM) Controller - 8A17 (\_SB.PCI0.TDM0),Activator,low,20,259.1935645366912,20
Win10,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Activator,low,59,344.7901020839082,60
Win10,21H2,WU,Activator,high,125,1847.014310560788,127
Win11,21H2,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),PDC Phase,high,50,68.96511499722693,50
Win10,20H2,Windows Push Notifications,Activator,high,43,206.60249420356118,43
Win10,21H2,Device not registered,Processor,high,2,11864.955706933548,2
Win10,21H2,Intel(R) Wireless-AC 9560 (\_SB.PC00.CNVW),Activator,high,11,107.94942400746403,11
Win10,20H2,Shell Phase,PEP Pre-Veto,low,34,1.8876354861040164e-05,35
Win10,20H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),PDC Phase,low,66,627.0626395891491,66
Win10,19H1,Maintenance Phase,Processor,low,104,491.55519914805376,113
Win10,19H1,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,low,150,312.25083688295865,178
Win10,22H2,Audio Service,Activator,high,5,1795.9632669244602,5
Win10,22H2,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,high,31,259.0703792874838,32
Win10,20H2,Marvell AVASTAR Wireless-AC Network Controller (\_SB.PCI0.RP04.PXSX),Fx Device,low,32,260.15217047204186,33
Win10,RS5,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,high,1,92.21787881679361,1
Win10,RS5,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),PDC Phase,high,21,60.699456962997694,22
Win10,RS5,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),PDC Phase,high,88,255.90842645763504,103
Win10,RS5,WNS,PDC Phase,high,122,190.68923262227014,156
Win10,RS5,TCPIP,Activator,high,24,155.13499381557187,25
Win11,21H2,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,low,24,1254.6930359676787,24
Win10,RS5,TCPIP,PDC Phase,low,210,191.6024565506656,317
Win10,RS5,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,low,51,124.48675515144953,56
Win10,RS5,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Activator,low,91,340.14757890701554,107
Win10,19H2,Notifications forwarding and actions,Fx Device,high,15,86.0551263675938,15
Win10,22H2,NCSI,Processor,high,15,122.56276558915675,15
Win10,20H2,Intel(R) Wireless-AC 9461 (\_SB.PC00.CNVW),PDC Phase,low,76,85.94531504633291,79
Win10,20H1,Notifications forwarding and actions,PDC Phase,high,15,83.34982016158503,15
Win10,21H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),PDC Phase,moderate,7,219.73952338310667,7
